zone_name,geometry
zona_102,"POLYGON((-77.14702139943117 -12.179983573175889, -77.15161639010154 -12.172203970195433, -77.16080637144228 -12.172203970195433, -77.16540136211265 -12.179983573175889, -77.16080637144228 -12.187763176156345, -77.15161639010154 -12.187763176156345, -77.14702139943117 -12.179983573175889))"
zona_103,"POLYGON((-77.13323251078006 -12.187763176156347, -77.13782763616194 -12.17998357317589, -77.14701788692568 -12.17998357317589, -77.15161301230756 -12.187763176156347, -77.14701788692568 -12.195542779136803, -77.13782763616194 -12.195542779136803, -77.13323251078006 -12.187763176156347))"
zona_104,"POLYGON((-77.11944416097498 -12.179983573175889, -77.12403915164535 -12.172203970195433, -77.13322913298609 -12.172203970195433, -77.13782412365646 -12.179983573175889, -77.13322913298609 -12.187763176156345, -77.12403915164535 -12.187763176156345, -77.11944416097498 -12.179983573175889))"
zona_105,"POLYGON((-77.10565527232386 -12.187763176156347, -77.11025039770574 -12.17998357317589, -77.11944064846948 -12.17998357317589, -77.12403577385136 -12.187763176156347, -77.11944064846948 -12.195542779136803, -77.11025039770574 -12.195542779136803, -77.10565527232386 -12.187763176156347))"
zona_106,"POLYGON((-77.09186692251878 -12.179983573175889, -77.09646191318915 -12.172203970195433, -77.10565189452988 -12.172203970195433, -77.11024688520025 -12.179983573175889, -77.10565189452988 -12.187763176156345, -77.09646191318915 -12.187763176156345, -77.09186692251878 -12.179983573175889))"
zona_107,"POLYGON((-77.07807803386767 -12.187763176156347, -77.08267315924955 -12.17998357317589, -77.09186341001329 -12.17998357317589, -77.09645853539517 -12.187763176156347, -77.09186341001329 -12.195542779136803, -77.08267315924955 -12.195542779136803, -77.07807803386767 -12.187763176156347))"
zona_108,"POLYGON((-77.06428968406259 -12.179983573175889, -77.06888467473296 -12.172203970195433, -77.0780746560737 -12.172203970195433, -77.08266964674407 -12.179983573175889, -77.0780746560737 -12.187763176156345, -77.06888467473296 -12.187763176156345, -77.06428968406259 -12.179983573175889))"
zona_109,"POLYGON((-77.05050079541148 -12.187763176156347, -77.05509592079336 -12.17998357317589, -77.0642861715571 -12.17998357317589, -77.06888129693898 -12.187763176156347, -77.0642861715571 -12.195542779136803, -77.05509592079336 -12.195542779136803, -77.05050079541148 -12.187763176156347))"
zona_110,"POLYGON((-77.0367124456064 -12.179983573175889, -77.04130743627677 -12.172203970195433, -77.0504974176175 -12.172203970195433, -77.05509240828788 -12.179983573175889, -77.0504974176175 -12.187763176156345, -77.04130743627677 -12.187763176156345, -77.0367124456064 -12.179983573175889))"
zona_111,"POLYGON((-77.02292355695529 -12.187763176156347, -77.02751868233717 -12.17998357317589, -77.03670893310091 -12.17998357317589, -77.0413040584828 -12.187763176156347, -77.03670893310091 -12.195542779136803, -77.02751868233717 -12.195542779136803, -77.02292355695529 -12.187763176156347))"
zona_112,"POLYGON((-77.0091352071502 -12.179983573175889, -77.01373019782056 -12.172203970195433, -77.0229201791613 -12.172203970195433, -77.02751516983167 -12.179983573175889, -77.0229201791613 -12.187763176156345, -77.01373019782056 -12.187763176156345, -77.0091352071502 -12.179983573175889))"
zona_113,"POLYGON((-76.99534631849909 -12.187763176156347, -76.99994144388097 -12.17998357317589, -77.00913169464471 -12.17998357317589, -77.01372682002659 -12.187763176156347, -77.00913169464471 -12.195542779136803, -76.99994144388097 -12.195542779136803, -76.99534631849909 -12.187763176156347))"
zona_114,"POLYGON((-76.981557968694 -12.179983573175889, -76.98615295936438 -12.172203970195433, -76.99534294070511 -12.172203970195433, -76.99993793137548 -12.179983573175889, -76.99534294070511 -12.187763176156345, -76.98615295936438 -12.187763176156345, -76.981557968694 -12.179983573175889))"
zona_115,"POLYGON((-76.9677690800429 -12.187763176156347, -76.97236420542478 -12.17998357317589, -76.98155445618852 -12.17998357317589, -76.9861495815704 -12.187763176156347, -76.98155445618852 -12.195542779136803, -76.97236420542478 -12.195542779136803, -76.9677690800429 -12.187763176156347))"
zona_116,"POLYGON((-76.95398073023782 -12.179983573175889, -76.95857572090819 -12.172203970195433, -76.96776570224893 -12.172203970195433, -76.9723606929193 -12.179983573175889, -76.96776570224893 -12.187763176156345, -76.95857572090819 -12.187763176156345, -76.95398073023782 -12.179983573175889))"
zona_117,"POLYGON((-76.94019184158671 -12.187763176156347, -76.94478696696859 -12.17998357317589, -76.95397721773233 -12.17998357317589, -76.95857234311421 -12.187763176156347, -76.95397721773233 -12.195542779136803, -76.94478696696859 -12.195542779136803, -76.94019184158671 -12.187763176156347))"
zona_118,"POLYGON((-76.92640349178163 -12.179983573175889, -76.930998482452 -12.172203970195433, -76.94018846379274 -12.172203970195433, -76.9447834544631 -12.179983573175889, -76.94018846379274 -12.187763176156345, -76.930998482452 -12.187763176156345, -76.92640349178163 -12.179983573175889))"
zona_119,"POLYGON((-76.91261460313052 -12.187763176156347, -76.9172097285124 -12.17998357317589, -76.92639997927614 -12.17998357317589, -76.93099510465802 -12.187763176156347, -76.92639997927614 -12.195542779136803, -76.9172097285124 -12.195542779136803, -76.91261460313052 -12.187763176156347))"
zona_120,"POLYGON((-76.89882625332542 -12.179983573175889, -76.9034212439958 -12.172203970195433, -76.91261122533653 -12.172203970195433, -76.9172062160069 -12.179983573175889, -76.91261122533653 -12.187763176156345, -76.9034212439958 -12.187763176156345, -76.89882625332542 -12.179983573175889))"
zona_121,"POLYGON((-76.88503736467432 -12.187763176156347, -76.8896324900562 -12.17998357317589, -76.89882274081994 -12.17998357317589, -76.90341786620182 -12.187763176156347, -76.89882274081994 -12.195542779136803, -76.8896324900562 -12.195542779136803, -76.88503736467432 -12.187763176156347))"
zona_122,"POLYGON((-76.87124901486924 -12.179983573175889, -76.8758440055396 -12.172203970195433, -76.88503398688034 -12.172203970195433, -76.88962897755071 -12.179983573175889, -76.88503398688034 -12.187763176156345, -76.8758440055396 -12.187763176156345, -76.87124901486924 -12.179983573175889))"
zona_123,"POLYGON((-76.85746012621813 -12.187763176156347, -76.86205525160001 -12.17998357317589, -76.87124550236375 -12.17998357317589, -76.87584062774563 -12.187763176156347, -76.87124550236375 -12.195542779136803, -76.86205525160001 -12.195542779136803, -76.85746012621813 -12.187763176156347))"
zona_124,"POLYGON((-76.84367177641305 -12.179983573175889, -76.84826676708342 -12.172203970195433, -76.85745674842416 -12.172203970195433, -76.86205173909453 -12.179983573175889, -76.85745674842416 -12.187763176156345, -76.84826676708342 -12.187763176156345, -76.84367177641305 -12.179983573175889))"
zona_125,"POLYGON((-76.82988288776194 -12.187763176156347, -76.83447801314382 -12.17998357317589, -76.84366826390756 -12.17998357317589, -76.84826338928944 -12.187763176156347, -76.84366826390756 -12.195542779136803, -76.83447801314382 -12.195542779136803, -76.82988288776194 -12.187763176156347))"
zona_126,"POLYGON((-77.16081028789706 -12.172203970195433, -77.16540514394853 -12.164424367214977, -77.17459485605147 -12.164424367214977, -77.17918971210294 -12.172203970195433, -77.17459485605147 -12.179983573175889, -77.16540514394853 -12.179983573175889, -77.16081028789706 -12.172203970195433))"
zona_127,"POLYGON((-77.14702193772159 -12.164424367214977, -77.15161665924674 -12.156644764234521, -77.16080610229707 -12.156644764234521, -77.16540082382222 -12.164424367214977, -77.16080610229707 -12.172203970195433, -77.15161665924674 -12.172203970195433, -77.14702193772159 -12.164424367214977))"
zona_128,"POLYGON((-77.13323304944088 -12.172203970195433, -77.13782790549234 -12.164424367214977, -77.14701761759528 -12.164424367214977, -77.15161247364675 -12.172203970195433, -77.14701761759528 -12.179983573175889, -77.13782790549234 -12.179983573175889, -77.13323304944088 -12.172203970195433))"
zona_129,"POLYGON((-77.1194446992654 -12.164424367214977, -77.12403942079055 -12.156644764234521, -77.13322886384088 -12.156644764234521, -77.13782358536604 -12.164424367214977, -77.13322886384088 -12.172203970195433, -77.12403942079055 -12.172203970195433, -77.1194446992654 -12.164424367214977))"
zona_130,"POLYGON((-77.10565581098467 -12.172203970195433, -77.11025066703614 -12.164424367214977, -77.11944037913908 -12.164424367214977, -77.12403523519055 -12.172203970195433, -77.11944037913908 -12.179983573175889, -77.11025066703614 -12.179983573175889, -77.10565581098467 -12.172203970195433))"
zona_131,"POLYGON((-77.0918674608092 -12.164424367214977, -77.09646218233435 -12.156644764234521, -77.10565162538468 -12.156644764234521, -77.11024634690983 -12.164424367214977, -77.10565162538468 -12.172203970195433, -77.09646218233435 -12.172203970195433, -77.0918674608092 -12.164424367214977))"
zona_132,"POLYGON((-77.07807857252848 -12.172203970195433, -77.08267342857995 -12.164424367214977, -77.09186314068289 -12.164424367214977, -77.09645799673436 -12.172203970195433, -77.09186314068289 -12.179983573175889, -77.08267342857995 -12.179983573175889, -77.07807857252848 -12.172203970195433))"
zona_133,"POLYGON((-77.06429022235301 -12.164424367214977, -77.06888494387816 -12.156644764234521, -77.07807438692849 -12.156644764234521, -77.08266910845364 -12.164424367214977, -77.07807438692849 -12.172203970195433, -77.06888494387816 -12.172203970195433, -77.06429022235301 -12.164424367214977))"
zona_134,"POLYGON((-77.0505013340723 -12.172203970195433, -77.05509619012376 -12.164424367214977, -77.0642859022267 -12.164424367214977, -77.06888075827817 -12.172203970195433, -77.0642859022267 -12.179983573175889, -77.05509619012376 -12.179983573175889, -77.0505013340723 -12.172203970195433))"
zona_135,"POLYGON((-77.03671298389682 -12.164424367214977, -77.04130770542197 -12.156644764234521, -77.0504971484723 -12.156644764234521, -77.05509186999745 -12.164424367214977, -77.0504971484723 -12.172203970195433, -77.04130770542197 -12.172203970195433, -77.03671298389682 -12.164424367214977))"
zona_136,"POLYGON((-77.0229240956161 -12.172203970195433, -77.02751895166757 -12.164424367214977, -77.03670866377051 -12.164424367214977, -77.04130351982198 -12.172203970195433, -77.03670866377051 -12.179983573175889, -77.02751895166757 -12.179983573175889, -77.0229240956161 -12.172203970195433))"
zona_137,"POLYGON((-77.00913574544062 -12.164424367214977, -77.01373046696577 -12.156644764234521, -77.0229199100161 -12.156644764234521, -77.02751463154125 -12.164424367214977, -77.0229199100161 -12.172203970195433, -77.01373046696577 -12.172203970195433, -77.00913574544062 -12.164424367214977))"
zona_138,"POLYGON((-76.9953468571599 -12.172203970195433, -76.99994171321137 -12.164424367214977, -77.00913142531431 -12.164424367214977, -77.01372628136578 -12.172203970195433, -77.00913142531431 -12.179983573175889, -76.99994171321137 -12.179983573175889, -76.9953468571599 -12.172203970195433))"
zona_139,"POLYGON((-76.98155850698443 -12.164424367214977, -76.98615322850958 -12.156644764234521, -76.99534267155991 -12.156644764234521, -76.99993739308506 -12.164424367214977, -76.99534267155991 -12.172203970195433, -76.98615322850958 -12.172203970195433, -76.98155850698443 -12.164424367214977))"
zona_140,"POLYGON((-76.96776961870371 -12.172203970195433, -76.97236447475518 -12.164424367214977, -76.98155418685812 -12.164424367214977, -76.98614904290959 -12.172203970195433, -76.98155418685812 -12.179983573175889, -76.97236447475518 -12.179983573175889, -76.96776961870371 -12.172203970195433))"
zona_141,"POLYGON((-76.95398126852824 -12.164424367214977, -76.95857599005339 -12.156644764234521, -76.96776543310372 -12.156644764234521, -76.97236015462887 -12.164424367214977, -76.96776543310372 -12.172203970195433, -76.95857599005339 -12.172203970195433, -76.95398126852824 -12.164424367214977))"
zona_142,"POLYGON((-76.94019238024752 -12.172203970195433, -76.94478723629899 -12.164424367214977, -76.95397694840193 -12.164424367214977, -76.9585718044534 -12.172203970195433, -76.95397694840193 -12.179983573175889, -76.94478723629899 -12.179983573175889, -76.94019238024752 -12.172203970195433))"
zona_143,"POLYGON((-76.92640403007205 -12.164424367214977, -76.9309987515972 -12.156644764234521, -76.94018819464753 -12.156644764234521, -76.94478291617268 -12.164424367214977, -76.94018819464753 -12.172203970195433, -76.9309987515972 -12.172203970195433, -76.92640403007205 -12.164424367214977))"
zona_144,"POLYGON((-76.91261514179133 -12.172203970195433, -76.9172099978428 -12.164424367214977, -76.92639970994574 -12.164424367214977, -76.93099456599721 -12.172203970195433, -76.92639970994574 -12.179983573175889, -76.9172099978428 -12.179983573175889, -76.91261514179133 -12.172203970195433))"
zona_145,"POLYGON((-76.89882679161585 -12.164424367214977, -76.903421513141 -12.156644764234521, -76.91261095619133 -12.156644764234521, -76.91720567771648 -12.164424367214977, -76.91261095619133 -12.172203970195433, -76.903421513141 -12.172203970195433, -76.89882679161585 -12.164424367214977))"
zona_146,"POLYGON((-76.88503790333513 -12.172203970195433, -76.8896327593866 -12.164424367214977, -76.89882247148954 -12.164424367214977, -76.903417327541 -12.172203970195433, -76.89882247148954 -12.179983573175889, -76.8896327593866 -12.179983573175889, -76.88503790333513 -12.172203970195433))"
zona_147,"POLYGON((-76.87124955315966 -12.164424367214977, -76.87584427468481 -12.156644764234521, -76.88503371773514 -12.156644764234521, -76.88962843926029 -12.164424367214977, -76.88503371773514 -12.172203970195433, -76.87584427468481 -12.172203970195433, -76.87124955315966 -12.164424367214977))"
zona_148,"POLYGON((-76.85746066487894 -12.172203970195433, -76.86205552093041 -12.164424367214977, -76.87124523303335 -12.164424367214977, -76.87584008908482 -12.172203970195433, -76.87124523303335 -12.179983573175889, -76.86205552093041 -12.179983573175889, -76.85746066487894 -12.172203970195433))"
zona_149,"POLYGON((-76.84367231470347 -12.164424367214977, -76.84826703622862 -12.156644764234521, -76.85745647927895 -12.156644764234521, -76.8620512008041 -12.164424367214977, -76.85745647927895 -12.172203970195433, -76.84826703622862 -12.172203970195433, -76.84367231470347 -12.164424367214977))"
zona_150,"POLYGON((-76.82988342642275 -12.172203970195433, -76.83447828247422 -12.164424367214977, -76.84366799457716 -12.164424367214977, -76.84826285062863 -12.172203970195433, -76.84366799457716 -12.179983573175889, -76.83447828247422 -12.179983573175889, -76.82988342642275 -12.172203970195433))"
zona_151,"POLYGON((-77.16081082581714 -12.15664476423452, -77.16540541290857 -12.148865161254063, -77.17459458709143 -12.148865161254063, -77.17918917418287 -12.15664476423452, -77.17459458709143 -12.164424367214975, -77.16540541290857 -12.164424367214975, -77.16081082581714 -12.15664476423452))"
zona_152,"POLYGON((-77.14702247527136 -12.148865161254063, -77.15161692802162 -12.141085558273607, -77.16080583352219 -12.141085558273607, -77.16540028627246 -12.148865161254063, -77.16080583352219 -12.15664476423452, -77.15161692802162 -12.15664476423452, -77.14702247527136 -12.148865161254063))"
zona_153,"POLYGON((-77.13323358736095 -12.15664476423452, -77.13782817445238 -12.148865161254063, -77.14701734863525 -12.148865161254063, -77.15161193572668 -12.15664476423452, -77.14701734863525 -12.164424367214975, -77.13782817445238 -12.164424367214975, -77.13323358736095 -12.15664476423452))"
zona_154,"POLYGON((-77.11944523681517 -12.148865161254063, -77.12403968956544 -12.141085558273607, -77.133228595066 -12.141085558273607, -77.13782304781627 -12.148865161254063, -77.133228595066 -12.15664476423452, -77.12403968956544 -12.15664476423452, -77.11944523681517 -12.148865161254063))"
zona_155,"POLYGON((-77.10565634890474 -12.15664476423452, -77.11025093599618 -12.148865161254063, -77.11944011017904 -12.148865161254063, -77.12403469727047 -12.15664476423452, -77.11944011017904 -12.164424367214975, -77.11025093599618 -12.164424367214975, -77.10565634890474 -12.15664476423452))"
zona_156,"POLYGON((-77.09186799835896 -12.148865161254063, -77.09646245110923 -12.141085558273607, -77.1056513566098 -12.141085558273607, -77.11024580936007 -12.148865161254063, -77.1056513566098 -12.15664476423452, -77.09646245110923 -12.15664476423452, -77.09186799835896 -12.148865161254063))"
zona_157,"POLYGON((-77.07807911044856 -12.15664476423452, -77.08267369753999 -12.148865161254063, -77.09186287172285 -12.148865161254063, -77.09645745881429 -12.15664476423452, -77.09186287172285 -12.164424367214975, -77.08267369753999 -12.164424367214975, -77.07807911044856 -12.15664476423452))"
zona_158,"POLYGON((-77.06429075990278 -12.148865161254063, -77.06888521265304 -12.141085558273607, -77.07807411815361 -12.141085558273607, -77.08266857090388 -12.148865161254063, -77.07807411815361 -12.15664476423452, -77.06888521265304 -12.15664476423452, -77.06429075990278 -12.148865161254063))"
zona_159,"POLYGON((-77.05050187199237 -12.15664476423452, -77.0550964590838 -12.148865161254063, -77.06428563326666 -12.148865161254063, -77.0688802203581 -12.15664476423452, -77.06428563326666 -12.164424367214975, -77.0550964590838 -12.164424367214975, -77.05050187199237 -12.15664476423452))"
zona_160,"POLYGON((-77.03671352144659 -12.148865161254063, -77.04130797419685 -12.141085558273607, -77.05049687969742 -12.141085558273607, -77.05509133244769 -12.148865161254063, -77.05049687969742 -12.15664476423452, -77.04130797419685 -12.15664476423452, -77.03671352144659 -12.148865161254063))"
zona_161,"POLYGON((-77.02292463353618 -12.15664476423452, -77.02751922062761 -12.148865161254063, -77.03670839481047 -12.148865161254063, -77.04130298190191 -12.15664476423452, -77.03670839481047 -12.164424367214975, -77.02751922062761 -12.164424367214975, -77.02292463353618 -12.15664476423452))"
zona_162,"POLYGON((-77.00913628299038 -12.148865161254063, -77.01373073574065 -12.141085558273607, -77.02291964124122 -12.141085558273607, -77.02751409399148 -12.148865161254063, -77.02291964124122 -12.15664476423452, -77.01373073574065 -12.15664476423452, -77.00913628299038 -12.148865161254063))"
zona_163,"POLYGON((-76.99534739507997 -12.15664476423452, -76.9999419821714 -12.148865161254063, -77.00913115635427 -12.148865161254063, -77.0137257434457 -12.15664476423452, -77.00913115635427 -12.164424367214975, -76.9999419821714 -12.164424367214975, -76.99534739507997 -12.15664476423452))"
zona_164,"POLYGON((-76.9815590445342 -12.148865161254063, -76.98615349728446 -12.141085558273607, -76.99534240278503 -12.141085558273607, -76.9999368555353 -12.148865161254063, -76.99534240278503 -12.15664476423452, -76.98615349728446 -12.15664476423452, -76.9815590445342 -12.148865161254063))"
zona_165,"POLYGON((-76.96777015662379 -12.15664476423452, -76.97236474371522 -12.148865161254063, -76.98155391789808 -12.148865161254063, -76.98614850498952 -12.15664476423452, -76.98155391789808 -12.164424367214975, -76.97236474371522 -12.164424367214975, -76.96777015662379 -12.15664476423452))"
zona_166,"POLYGON((-76.953981806078 -12.148865161254063, -76.95857625882827 -12.141085558273607, -76.96776516432884 -12.141085558273607, -76.9723596170791 -12.148865161254063, -76.96776516432884 -12.15664476423452, -76.95857625882827 -12.15664476423452, -76.953981806078 -12.148865161254063))"
zona_167,"POLYGON((-76.9401929181676 -12.15664476423452, -76.94478750525903 -12.148865161254063, -76.9539766794419 -12.148865161254063, -76.95857126653333 -12.15664476423452, -76.9539766794419 -12.164424367214975, -76.94478750525903 -12.164424367214975, -76.9401929181676 -12.15664476423452))"
zona_168,"POLYGON((-76.92640456762182 -12.148865161254063, -76.93099902037208 -12.141085558273607, -76.94018792587265 -12.141085558273607, -76.94478237862292 -12.148865161254063, -76.94018792587265 -12.15664476423452, -76.93099902037208 -12.15664476423452, -76.92640456762182 -12.148865161254063))"
zona_169,"POLYGON((-76.91261567971141 -12.15664476423452, -76.91721026680284 -12.148865161254063, -76.9263994409857 -12.148865161254063, -76.93099402807714 -12.15664476423452, -76.9263994409857 -12.164424367214975, -76.91721026680284 -12.164424367214975, -76.91261567971141 -12.15664476423452))"
zona_170,"POLYGON((-76.89882732916561 -12.148865161254063, -76.90342178191588 -12.141085558273607, -76.91261068741645 -12.141085558273607, -76.91720514016671 -12.148865161254063, -76.91261068741645 -12.15664476423452, -76.90342178191588 -12.15664476423452, -76.89882732916561 -12.148865161254063))"
zona_171,"POLYGON((-76.8850384412552 -12.15664476423452, -76.88963302834664 -12.148865161254063, -76.8988222025295 -12.148865161254063, -76.90341678962093 -12.15664476423452, -76.8988222025295 -12.164424367214975, -76.88963302834664 -12.164424367214975, -76.8850384412552 -12.15664476423452))"
zona_172,"POLYGON((-76.87125009070942 -12.148865161254063, -76.87584454345969 -12.141085558273607, -76.88503344896026 -12.141085558273607, -76.88962790171053 -12.148865161254063, -76.88503344896026 -12.15664476423452, -76.87584454345969 -12.15664476423452, -76.87125009070942 -12.148865161254063))"
zona_173,"POLYGON((-76.85746120279902 -12.15664476423452, -76.86205578989045 -12.148865161254063, -76.87124496407331 -12.148865161254063, -76.87583955116474 -12.15664476423452, -76.87124496407331 -12.164424367214975, -76.86205578989045 -12.164424367214975, -76.85746120279902 -12.15664476423452))"
zona_174,"POLYGON((-76.84367285225323 -12.148865161254063, -76.8482673050035 -12.141085558273607, -76.85745621050407 -12.141085558273607, -76.86205066325434 -12.148865161254063, -76.85745621050407 -12.15664476423452, -76.8482673050035 -12.15664476423452, -76.84367285225323 -12.148865161254063))"
zona_175,"POLYGON((-76.82988396434283 -12.15664476423452, -76.83447855143426 -12.148865161254063, -76.84366772561712 -12.148865161254063, -76.84826231270856 -12.15664476423452, -76.84366772561712 -12.164424367214975, -76.83447855143426 -12.164424367214975, -76.82988396434283 -12.15664476423452))"
zona_176,"POLYGON((-77.16081136299665 -12.141085558273605, -77.16540568149833 -12.13330595529315, -77.17459431850168 -12.13330595529315, -77.17918863700335 -12.141085558273605, -77.17459431850168 -12.148865161254061, -77.16540568149833 -12.148865161254061, -77.16081136299665 -12.141085558273605))"
zona_177,"POLYGON((-77.14702301208068 -12.13330595529315, -77.1516171964263 -12.125526352312693, -77.16080556511751 -12.125526352312693, -77.16539974946313 -12.13330595529315, -77.16080556511751 -12.141085558273605, -77.1516171964263 -12.141085558273605, -77.14702301208068 -12.13330595529315))"
zona_178,"POLYGON((-77.13323412454046 -12.141085558273605, -77.13782844304214 -12.13330595529315, -77.14701708004549 -12.13330595529315, -77.15161139854716 -12.141085558273605, -77.14701708004549 -12.148865161254061, -77.13782844304214 -12.148865161254061, -77.13323412454046 -12.141085558273605))"
zona_179,"POLYGON((-77.11944577362449 -12.13330595529315, -77.12403995797011 -12.125526352312693, -77.13322832666132 -12.125526352312693, -77.13782251100695 -12.13330595529315, -77.13322832666132 -12.141085558273605, -77.12403995797011 -12.141085558273605, -77.11944577362449 -12.13330595529315))"
zona_180,"POLYGON((-77.10565688608426 -12.141085558273605, -77.11025120458594 -12.13330595529315, -77.11943984158928 -12.13330595529315, -77.12403416009096 -12.141085558273605, -77.11943984158928 -12.148865161254061, -77.11025120458594 -12.148865161254061, -77.10565688608426 -12.141085558273605))"
zona_181,"POLYGON((-77.09186853516829 -12.13330595529315, -77.09646271951391 -12.125526352312693, -77.10565108820512 -12.125526352312693, -77.11024527255074 -12.13330595529315, -77.10565108820512 -12.141085558273605, -77.09646271951391 -12.141085558273605, -77.09186853516829 -12.13330595529315))"
zona_182,"POLYGON((-77.07807964762807 -12.141085558273605, -77.08267396612975 -12.13330595529315, -77.0918626031331 -12.13330595529315, -77.09645692163477 -12.141085558273605, -77.0918626031331 -12.148865161254061, -77.08267396612975 -12.148865161254061, -77.07807964762807 -12.141085558273605))"
zona_183,"POLYGON((-77.0642912967121 -12.13330595529315, -77.06888548105772 -12.125526352312693, -77.07807384974893 -12.125526352312693, -77.08266803409455 -12.13330595529315, -77.07807384974893 -12.141085558273605, -77.06888548105772 -12.141085558273605, -77.0642912967121 -12.13330595529315))"
zona_184,"POLYGON((-77.05050240917188 -12.141085558273605, -77.05509672767356 -12.13330595529315, -77.0642853646769 -12.13330595529315, -77.06887968317858 -12.141085558273605, -77.0642853646769 -12.148865161254061, -77.05509672767356 -12.148865161254061, -77.05050240917188 -12.141085558273605))"
zona_185,"POLYGON((-77.03671405825591 -12.13330595529315, -77.04130824260153 -12.125526352312693, -77.05049661129274 -12.125526352312693, -77.05509079563836 -12.13330595529315, -77.05049661129274 -12.141085558273605, -77.04130824260153 -12.141085558273605, -77.03671405825591 -12.13330595529315))"
zona_186,"POLYGON((-77.0229251707157 -12.141085558273605, -77.02751948921737 -12.13330595529315, -77.03670812622072 -12.13330595529315, -77.04130244472239 -12.141085558273605, -77.03670812622072 -12.148865161254061, -77.02751948921737 -12.148865161254061, -77.0229251707157 -12.141085558273605))"
zona_187,"POLYGON((-77.0091368197997 -12.13330595529315, -77.01373100414533 -12.125526352312693, -77.02291937283654 -12.125526352312693, -77.02751355718216 -12.13330595529315, -77.02291937283654 -12.141085558273605, -77.01373100414533 -12.141085558273605, -77.0091368197997 -12.13330595529315))"
zona_188,"POLYGON((-76.99534793225949 -12.141085558273605, -76.99994225076117 -12.13330595529315, -77.00913088776451 -12.13330595529315, -77.01372520626619 -12.141085558273605, -77.00913088776451 -12.148865161254061, -76.99994225076117 -12.148865161254061, -76.99534793225949 -12.141085558273605))"
zona_189,"POLYGON((-76.98155958134352 -12.13330595529315, -76.98615376568914 -12.125526352312693, -76.99534213438035 -12.125526352312693, -76.99993631872597 -12.13330595529315, -76.99534213438035 -12.141085558273605, -76.98615376568914 -12.141085558273605, -76.98155958134352 -12.13330595529315))"
zona_190,"POLYGON((-76.9677706938033 -12.141085558273605, -76.97236501230498 -12.13330595529315, -76.98155364930832 -12.13330595529315, -76.98614796781 -12.141085558273605, -76.98155364930832 -12.148865161254061, -76.97236501230498 -12.148865161254061, -76.9677706938033 -12.141085558273605))"
zona_191,"POLYGON((-76.95398234288733 -12.13330595529315, -76.95857652723295 -12.125526352312693, -76.96776489592416 -12.125526352312693, -76.97235908026978 -12.13330595529315, -76.96776489592416 -12.141085558273605, -76.95857652723295 -12.141085558273605, -76.95398234288733 -12.13330595529315))"
zona_192,"POLYGON((-76.94019345534711 -12.141085558273605, -76.94478777384879 -12.13330595529315, -76.95397641085214 -12.13330595529315, -76.95857072935381 -12.141085558273605, -76.95397641085214 -12.148865161254061, -76.94478777384879 -12.148865161254061, -76.94019345534711 -12.141085558273605))"
zona_193,"POLYGON((-76.92640510443114 -12.13330595529315, -76.93099928877676 -12.125526352312693, -76.94018765746797 -12.125526352312693, -76.9447818418136 -12.13330595529315, -76.94018765746797 -12.141085558273605, -76.93099928877676 -12.141085558273605, -76.92640510443114 -12.13330595529315))"
zona_194,"POLYGON((-76.91261621689092 -12.141085558273605, -76.9172105353926 -12.13330595529315, -76.92639917239595 -12.13330595529315, -76.93099349089762 -12.141085558273605, -76.92639917239595 -12.148865161254061, -76.9172105353926 -12.148865161254061, -76.91261621689092 -12.141085558273605))"
zona_195,"POLYGON((-76.89882786597494 -12.13330595529315, -76.90342205032056 -12.125526352312693, -76.91261041901177 -12.125526352312693, -76.91720460335739 -12.13330595529315, -76.91261041901177 -12.141085558273605, -76.90342205032056 -12.141085558273605, -76.89882786597494 -12.13330595529315))"
zona_196,"POLYGON((-76.88503897843472 -12.141085558273605, -76.8896332969364 -12.13330595529315, -76.89882193393974 -12.13330595529315, -76.90341625244142 -12.141085558273605, -76.89882193393974 -12.148865161254061, -76.8896332969364 -12.148865161254061, -76.88503897843472 -12.141085558273605))"
zona_197,"POLYGON((-76.87125062751875 -12.13330595529315, -76.87584481186437 -12.125526352312693, -76.88503318055558 -12.125526352312693, -76.8896273649012 -12.13330595529315, -76.88503318055558 -12.141085558273605, -76.87584481186437 -12.141085558273605, -76.87125062751875 -12.13330595529315))"
zona_198,"POLYGON((-76.85746173997853 -12.141085558273605, -76.8620560584802 -12.13330595529315, -76.87124469548355 -12.13330595529315, -76.87583901398523 -12.141085558273605, -76.87124469548355 -12.148865161254061, -76.8620560584802 -12.148865161254061, -76.85746173997853 -12.141085558273605))"
zona_199,"POLYGON((-76.84367338906256 -12.13330595529315, -76.84826757340818 -12.125526352312693, -76.85745594209939 -12.125526352312693, -76.86205012644501 -12.13330595529315, -76.85745594209939 -12.141085558273605, -76.84826757340818 -12.141085558273605, -76.84367338906256 -12.13330595529315))"
zona_200,"POLYGON((-76.82988450152234 -12.141085558273605, -76.83447882002402 -12.13330595529315, -76.84366745702737 -12.13330595529315, -76.84826177552904 -12.141085558273605, -76.84366745702737 -12.148865161254061, -76.83447882002402 -12.148865161254061, -76.82988450152234 -12.141085558273605))"
zona_201,"POLYGON((-77.16081189943584 -12.125526352312693, -77.16540594971792 -12.117746749332237, -77.17459405028208 -12.117746749332237, -77.17918810056416 -12.125526352312693, -77.17459405028208 -12.13330595529315, -77.16540594971792 -12.13330595529315, -77.16081189943584 -12.125526352312693))"
