hexagono_id,hexagono_shape,centroid_lat,centroid_lon,nombdep,nombprov,nombdist,has_coverage,city,zone_rappi
zona_000028,"POLYGON ((-71.80127006241997 -16.412220397019546, -71.80361123437454 -16.408330595529318, -71.80829357828371 -16.408330595529318, -71.81063475023828 -16.412220397019546, -71.80829357828371 -16.416110198509774, -71.80361123437454 -16.416110198509774, -71.80127006241997 -16.412220397019546))",-16.412220397019546,-71.80595240632913,AREQUIPA,AREQUIPA,LA JOYA,True,0,0
zona_000029,"POLYGON ((-71.79424635920378 -16.408330595529318, -71.79658748434873 -16.40444079403909, -71.80126973463864 -16.40444079403909, -71.80361085978359 -16.408330595529318, -71.80126973463864 -16.412220397019546, -71.79658748434873 -16.412220397019546, -71.79424635920378 -16.408330595529318))",-16.408330595529318,-71.79892860949369,AREQUIPA,AREQUIPA,LA JOYA,True,0,0
zona_000030,"POLYGON ((-71.7872224687491 -16.412220397019546, -71.78956364070368 -16.408330595529318, -71.79424598461284 -16.408330595529318, -71.79658715656741 -16.412220397019546, -71.79424598461284 -16.416110198509774, -71.78956364070368 -16.416110198509774, -71.7872224687491 -16.412220397019546))",-16.412220397019546,-71.79190481265826,AREQUIPA,AREQUIPA,LA JOYA,True,0,0
zona_000031,"POLYGON ((-71.78019876553292 -16.408330595529318, -71.78253989067787 -16.40444079403909, -71.78722214096777 -16.40444079403909, -71.78956326611272 -16.408330595529318, -71.78722214096777 -16.412220397019546, -71.78253989067787 -16.412220397019546, -71.78019876553292 -16.408330595529318))",-16.408330595529318,-71.78488101582282,AREQUIPA,AREQUIPA,LA JOYA,True,0,0
zona_000032,"POLYGON ((-71.77317487507823 -16.412220397019546, -71.7755160470328 -16.408330595529318, -71.78019839094196 -16.408330595529318, -71.78253956289653 -16.412220397019546, -71.78019839094196 -16.416110198509774, -71.7755160470328 -16.416110198509774, -71.77317487507823 -16.412220397019546))",-16.412220397019546,-71.77785721898738,AREQUIPA,AREQUIPA,LA JOYA,True,0,0
zona_000033,"POLYGON ((-71.76615117186205 -16.408330595529318, -71.768492297007 -16.40444079403909, -71.7731745472969 -16.40444079403909, -71.77551567244186 -16.408330595529318, -71.7731745472969 -16.412220397019546, -71.768492297007 -16.412220397019546, -71.76615117186205 -16.408330595529318))",-16.408330595529318,-71.77083342215195,AREQUIPA,AREQUIPA,UCHUMAYO,True,0,0
zona_000034,"POLYGON ((-71.75912728140736 -16.412220397019546, -71.76146845336193 -16.408330595529318, -71.7661507972711 -16.408330595529318, -71.76849196922566 -16.412220397019546, -71.7661507972711 -16.416110198509774, -71.76146845336193 -16.416110198509774, -71.75912728140736 -16.412220397019546))",-16.412220397019546,-71.76380962531651,AREQUIPA,AREQUIPA,UCHUMAYO,True,0,0
zona_000035,"POLYGON ((-71.75210357819118 -16.408330595529318, -71.75444470333613 -16.40444079403909, -71.75912695362604 -16.40444079403909, -71.76146807877099 -16.408330595529318, -71.75912695362604 -16.412220397019546, -71.75444470333613 -16.412220397019546, -71.75210357819118 -16.408330595529318))",-16.408330595529318,-71.75678582848109,AREQUIPA,AREQUIPA,UCHUMAYO,True,0,0
zona_000036,"POLYGON ((-71.74507968773649 -16.412220397019546, -71.74742085969106 -16.408330595529318, -71.75210320360023 -16.408330595529318, -71.7544443755548 -16.412220397019546, -71.75210320360023 -16.416110198509774, -71.74742085969106 -16.416110198509774, -71.74507968773649 -16.412220397019546))",-16.412220397019546,-71.74976203164564,AREQUIPA,AREQUIPA,UCHUMAYO,True,0,0
zona_000037,"POLYGON ((-71.7380559845203 -16.408330595529318, -71.74039710966525 -16.40444079403909, -71.74507935995516 -16.40444079403909, -71.74742048510011 -16.408330595529318, -71.74507935995516 -16.412220397019546, -71.74039710966525 -16.412220397019546, -71.7380559845203 -16.408330595529318))",-16.408330595529318,-71.7427382348102,AREQUIPA,AREQUIPA,UCHUMAYO,True,0,0
zona_000038,"POLYGON ((-71.73103209406563 -16.412220397019546, -71.7333732660202 -16.408330595529318, -71.73805560992936 -16.408330595529318, -71.74039678188393 -16.412220397019546, -71.73805560992936 -16.416110198509774, -71.7333732660202 -16.416110198509774, -71.73103209406563 -16.412220397019546))",-16.412220397019546,-71.73571443797478,AREQUIPA,AREQUIPA,UCHUMAYO,True,0,0
zona_000039,"POLYGON ((-71.72400839084943 -16.408330595529318, -71.72634951599439 -16.40444079403909, -71.73103176628429 -16.40444079403909, -71.73337289142924 -16.408330595529318, -71.73103176628429 -16.412220397019546, -71.72634951599439 -16.412220397019546, -71.72400839084943 -16.408330595529318))",-16.408330595529318,-71.72869064113934,AREQUIPA,AREQUIPA,UCHUMAYO,True,0,0
zona_000040,"POLYGON ((-71.71698450039474 -16.412220397019546, -71.71932567234931 -16.408330595529318, -71.72400801625848 -16.408330595529318, -71.72634918821305 -16.412220397019546, -71.72400801625848 -16.416110198509774, -71.71932567234931 -16.416110198509774, -71.71698450039474 -16.412220397019546))",-16.412220397019546,-71.7216668443039,AREQUIPA,AREQUIPA,UCHUMAYO,True,0,0
zona_000041,"POLYGON ((-71.70996079717857 -16.408330595529318, -71.71230192232352 -16.40444079403909, -71.71698417261342 -16.40444079403909, -71.71932529775837 -16.408330595529318, -71.71698417261342 -16.412220397019546, -71.71230192232352 -16.412220397019546, -71.70996079717857 -16.408330595529318))",-16.408330595529318,-71.71464304746847,AREQUIPA,AREQUIPA,UCHUMAYO,True,0,0
zona_000042,"POLYGON ((-71.70293690672388 -16.412220397019546, -71.70527807867845 -16.408330595529318, -71.70996042258761 -16.408330595529318, -71.71230159454218 -16.412220397019546, -71.70996042258761 -16.416110198509774, -71.70527807867845 -16.416110198509774, -71.70293690672388 -16.412220397019546))",-16.412220397019546,-71.70761925063303,AREQUIPA,AREQUIPA,UCHUMAYO,True,0,0
zona_000043,"POLYGON ((-71.6959132035077 -16.408330595529318, -71.69825432865265 -16.40444079403909, -71.70293657894256 -16.40444079403909, -71.70527770408751 -16.408330595529318, -71.70293657894256 -16.412220397019546, -71.69825432865265 -16.412220397019546, -71.6959132035077 -16.408330595529318))",-16.408330595529318,-71.7005954537976,AREQUIPA,AREQUIPA,UCHUMAYO,True,0,0
zona_000044,"POLYGON ((-71.68888931305301 -16.412220397019546, -71.69123048500758 -16.408330595529318, -71.69591282891675 -16.408330595529318, -71.69825400087132 -16.412220397019546, -71.69591282891675 -16.416110198509774, -71.69123048500758 -16.416110198509774, -71.68888931305301 -16.412220397019546))",-16.412220397019546,-71.69357165696216,AREQUIPA,AREQUIPA,UCHUMAYO,True,0,0
zona_000045,"POLYGON ((-71.68186560983682 -16.408330595529318, -71.68420673498177 -16.40444079403909, -71.68888898527167 -16.40444079403909, -71.69123011041663 -16.408330595529318, -71.68888898527167 -16.412220397019546, -71.68420673498177 -16.412220397019546, -71.68186560983682 -16.408330595529318))",-16.408330595529318,-71.68654786012672,AREQUIPA,AREQUIPA,UCHUMAYO,True,0,0
zona_000046,"POLYGON ((-71.67484171938214 -16.412220397019546, -71.67718289133671 -16.408330595529318, -71.68186523524588 -16.408330595529318, -71.68420640720045 -16.412220397019546, -71.68186523524588 -16.416110198509774, -71.67718289133671 -16.416110198509774, -71.67484171938214 -16.412220397019546))",-16.412220397019546,-71.6795240632913,AREQUIPA,AREQUIPA,UCHUMAYO,True,0,0
zona_000047,"POLYGON ((-71.66781801616595 -16.408330595529318, -71.6701591413109 -16.40444079403909, -71.67484139160081 -16.40444079403909, -71.67718251674576 -16.408330595529318, -71.67484139160081 -16.412220397019546, -71.6701591413109 -16.412220397019546, -71.66781801616595 -16.408330595529318))",-16.408330595529318,-71.67250026645586,AREQUIPA,AREQUIPA,UCHUMAYO,True,0,0
zona_000048,"POLYGON ((-71.66079412571128 -16.412220397019546, -71.66313529766585 -16.408330595529318, -71.66781764157501 -16.408330595529318, -71.67015881352958 -16.412220397019546, -71.66781764157501 -16.416110198509774, -71.66313529766585 -16.416110198509774, -71.66079412571128 -16.412220397019546))",-16.412220397019546,-71.66547646962043,AREQUIPA,AREQUIPA,UCHUMAYO,True,0,0
zona_000049,"POLYGON ((-71.65377042249509 -16.408330595529318, -71.65611154764004 -16.40444079403909, -71.66079379792994 -16.40444079403909, -71.66313492307489 -16.408330595529318, -71.66079379792994 -16.412220397019546, -71.65611154764004 -16.412220397019546, -71.65377042249509 -16.408330595529318))",-16.408330595529318,-71.65845267278499,AREQUIPA,AREQUIPA,UCHUMAYO,True,0,0
zona_000050,"POLYGON ((-71.6467465320404 -16.412220397019546, -71.64908770399497 -16.408330595529318, -71.65377004790413 -16.408330595529318, -71.6561112198587 -16.412220397019546, -71.65377004790413 -16.416110198509774, -71.64908770399497 -16.416110198509774, -71.6467465320404 -16.412220397019546))",-16.412220397019546,-71.65142887594955,AREQUIPA,AREQUIPA,UCHUMAYO,True,0,0
zona_000051,"POLYGON ((-71.815317843304 -16.40444079403909, -71.817658921652 -16.40055099254886, -71.82234107834799 -16.40055099254886, -71.82468215669599 -16.40444079403909, -71.82234107834799 -16.408330595529318, -71.817658921652 -16.408330595529318, -71.815317843304 -16.40444079403909))",-16.40444079403909,-71.82,AREQUIPA,AREQUIPA,LA JOYA,True,0,0
zona_000052,"POLYGON ((-71.80829414003716 -16.40055099254886, -71.81063517160086 -16.396661191058634, -71.81531723472824 -16.396661191058634, -71.81765826629194 -16.40055099254886, -71.81531723472824 -16.40444079403909, -71.81063517160086 -16.40444079403909, -71.80829414003716 -16.40055099254886))",-16.40055099254886,-71.81297620316455,AREQUIPA,AREQUIPA,LA JOYA,True,0,0
zona_000053,"POLYGON ((-71.80127024963313 -16.40444079403909, -71.80361132798113 -16.40055099254886, -71.80829348467712 -16.40055099254886, -71.81063456302512 -16.40444079403909, -71.80829348467712 -16.408330595529318, -71.80361132798113 -16.408330595529318, -71.80127024963313 -16.40444079403909))",-16.40444079403909,-71.80595240632913,AREQUIPA,AREQUIPA,LA JOYA,True,0,0
zona_000054,"POLYGON ((-71.7942465463663 -16.40055099254886, -71.79658757793 -16.396661191058634, -71.80126964105737 -16.396661191058634, -71.80361067262108 -16.40055099254886, -71.80126964105737 -16.40444079403909, -71.79658757793 -16.40444079403909, -71.7942465463663 -16.40055099254886))",-16.40055099254886,-71.79892860949369,AREQUIPA,AREQUIPA,LA JOYA,True,0,0
zona_000055,"POLYGON ((-71.78722265596227 -16.40444079403909, -71.78956373431026 -16.40055099254886, -71.79424589100626 -16.40055099254886, -71.79658696935425 -16.40444079403909, -71.79424589100626 -16.408330595529318, -71.78956373431026 -16.408330595529318, -71.78722265596227 -16.40444079403909))",-16.40444079403909,-71.79190481265826,AREQUIPA,AREQUIPA,LA JOYA,True,0,0
zona_000056,"POLYGON ((-71.78019895269543 -16.40055099254886, -71.78253998425913 -16.396661191058634, -71.7872220473865 -16.396661191058634, -71.78956307895021 -16.40055099254886, -71.7872220473865 -16.40444079403909, -71.78253998425913 -16.40444079403909, -71.78019895269543 -16.40055099254886))",-16.40055099254886,-71.78488101582282,AREQUIPA,AREQUIPA,LA JOYA,True,0,0
zona_000057,"POLYGON ((-71.77317506229139 -16.40444079403909, -71.77551614063938 -16.40055099254886, -71.78019829733537 -16.40055099254886, -71.78253937568337 -16.40444079403909, -71.78019829733537 -16.408330595529318, -71.77551614063938 -16.408330595529318, -71.77317506229139 -16.40444079403909))",-16.40444079403909,-71.77785721898738,AREQUIPA,AREQUIPA,LA JOYA,True,0,0
zona_000058,"POLYGON ((-71.76615135902456 -16.40055099254886, -71.76849239058826 -16.396661191058634, -71.77317445371564 -16.396661191058634, -71.77551548527934 -16.40055099254886, -71.77317445371564 -16.40444079403909, -71.76849239058826 -16.40444079403909, -71.76615135902456 -16.40055099254886))",-16.40055099254886,-71.77083342215195,AREQUIPA,AREQUIPA,UCHUMAYO,True,0,0
