zone_name,geometry,ccdd,nombdep,ccpp,nombprov,ccdi,nombdist,capital,ubigeo,idprov,codigo,cnt_ccpp,descripcio,poblacion,fecha,dat_pob,pobreza,internet_access,edad,tam,rmapshaperid
zona_148,"POLYGON ((-12.172203970195433 -76.85746066487894, -12.164424367214977 -76.86205552093041, -12.164424367214977 -76.87124523303335, -12.172203970195433 -76.87584008908482, -12.179983573175889 -76.87124523303335, -12.179983573175889 -76.86205552093041, -12.172203970195433 -76.85746066487894))",15,LIMA,1,LIMA,23,PACHACAMAC,PACHACAMAC,150123,1501,150123,14,PACHACAMAC,123627,2020,INEI,20.0,80.2,80.0,63456,919
zona_149,"POLYGON ((-12.164424367214977 -76.84367231470347, -12.156644764234521 -76.84826703622862, -12.156644764234521 -76.85745647927895, -12.164424367214977 -76.8620512008041, -12.172203970195433 -76.85745647927895, -12.172203970195433 -76.84826703622862, -12.164424367214977 -76.84367231470347))",15,LIMA,1,LIMA,23,PACHACAMAC,PACHACAMAC,150123,1501,150123,14,PACHACAMAC,123627,2020,INEI,20.0,80.2,80.0,63456,919
zona_150,"POLYGON ((-12.172203970195433 -76.82988342642275, -12.164424367214977 -76.83447828247422, -12.164424367214977 -76.84366799457716, -12.172203970195433 -76.84826285062863, -12.179983573175889 -76.84366799457716, -12.179983573175889 -76.83447828247422, -12.172203970195433 -76.82988342642275))",15,LIMA,1,LIMA,23,PACHACAMAC,PACHACAMAC,150123,1501,150123,14,PACHACAMAC,123627,2020,INEI,20.0,80.2,80.0,63456,919
zona_161,"POLYGON ((-12.15664476423452 -77.02292463353618, -12.148865161254063 -77.02751922062761, -12.148865161254063 -77.03670839481047, -12.15664476423452 -77.04130298190191, -12.164424367214975 -77.03670839481047, -12.164424367214975 -77.02751922062761, -12.15664476423452 -77.02292463353618))",15,LIMA,1,LIMA,4,BARRANCO,BARRANCO,150104,1501,150104,1,BARRANCO,38748,2020,INEI,3.1500000000000004,80.2,80.0,24078,812
zona_161,"POLYGON ((-12.15664476423452 -77.02292463353618, -12.148865161254063 -77.02751922062761, -12.148865161254063 -77.03670839481047, -12.15664476423452 -77.04130298190191, -12.164424367214975 -77.03670839481047, -12.164424367214975 -77.02751922062761, -12.15664476423452 -77.02292463353618))",15,LIMA,1,LIMA,8,CHORRILLOS,CHORRILLOS,150108,1501,150108,1,CHORRILLOS,356549,2020,INEI,11.6,80.2,80.0,202226,1793
zona_162,"POLYGON ((-12.148865161254063 -77.00913628299038, -12.141085558273607 -77.01373073574065, -12.141085558273607 -77.02291964124122, -12.148865161254063 -77.02751409399148, -12.15664476423452 -77.02291964124122, -12.15664476423452 -77.01373073574065, -12.148865161254063 -77.00913628299038))",15,LIMA,1,LIMA,4,BARRANCO,BARRANCO,150104,1501,150104,1,BARRANCO,38748,2020,INEI,3.1500000000000004,80.2,80.0,24078,812
zona_162,"POLYGON ((-12.148865161254063 -77.00913628299038, -12.141085558273607 -77.01373073574065, -12.141085558273607 -77.02291964124122, -12.148865161254063 -77.02751409399148, -12.15664476423452 -77.02291964124122, -12.15664476423452 -77.01373073574065, -12.148865161254063 -77.00913628299038))",15,LIMA,1,LIMA,8,CHORRILLOS,CHORRILLOS,150108,1501,150108,1,CHORRILLOS,356549,2020,INEI,11.6,80.2,80.0,202226,1793
zona_162,"POLYGON ((-12.148865161254063 -77.00913628299038, -12.141085558273607 -77.01373073574065, -12.141085558273607 -77.02291964124122, -12.148865161254063 -77.02751409399148, -12.15664476423452 -77.02291964124122, -12.15664476423452 -77.01373073574065, -12.148865161254063 -77.00913628299038))",15,LIMA,1,LIMA,40,SANTIAGO DE SURCO,SANTIAGO DE SURCO,150140,1501,150140,1,SANTIAGO DE SURCO,410587,2020,INEI,1.2000000000000002,80.2,80.0,260272,226
zona_163,"POLYGON ((-12.15664476423452 -76.99534739507997, -12.148865161254063 -76.9999419821714, -12.148865161254063 -77.00913115635427, -12.15664476423452 -77.0137257434457, -12.164424367214975 -77.00913115635427, -12.164424367214975 -76.9999419821714, -12.15664476423452 -76.99534739507997))",15,LIMA,1,LIMA,40,SANTIAGO DE SURCO,SANTIAGO DE SURCO,150140,1501,150140,1,SANTIAGO DE SURCO,410587,2020,INEI,1.2000000000000002,80.2,80.0,260272,226
zona_164,"POLYGON ((-12.148865161254063 -76.9815590445342, -12.141085558273607 -76.98615349728446, -12.141085558273607 -76.99534240278503, -12.148865161254063 -76.9999368555353, -12.15664476423452 -76.99534240278503, -12.15664476423452 -76.98615349728446, -12.148865161254063 -76.9815590445342))",15,LIMA,1,LIMA,33,SAN JUAN DE MIRAFLORES,CIUDAD DE DIOS,150133,1501,150133,1,SAN JUAN DE MIRAFLORES,421017,2020,INEI,15.2,80.2,80.0,229066,225
zona_164,"POLYGON ((-12.148865161254063 -76.9815590445342, -12.141085558273607 -76.98615349728446, -12.141085558273607 -76.99534240278503, -12.148865161254063 -76.9999368555353, -12.15664476423452 -76.99534240278503, -12.15664476423452 -76.98615349728446, -12.148865161254063 -76.9815590445342))",15,LIMA,1,LIMA,40,SANTIAGO DE SURCO,SANTIAGO DE SURCO,150140,1501,150140,1,SANTIAGO DE SURCO,410587,2020,INEI,1.2000000000000002,80.2,80.0,260272,226
zona_165,"POLYGON ((-12.15664476423452 -76.96777015662379, -12.148865161254063 -76.97236474371522, -12.148865161254063 -76.98155391789808, -12.15664476423452 -76.98614850498952, -12.164424367214975 -76.98155391789808, -12.164424367214975 -76.97236474371522, -12.15664476423452 -76.96777015662379))",15,LIMA,1,LIMA,33,SAN JUAN DE MIRAFLORES,CIUDAD DE DIOS,150133,1501,150133,1,SAN JUAN DE MIRAFLORES,421017,2020,INEI,15.2,80.2,80.0,229066,225
zona_165,"POLYGON ((-12.15664476423452 -76.96777015662379, -12.148865161254063 -76.97236474371522, -12.148865161254063 -76.98155391789808, -12.15664476423452 -76.98614850498952, -12.164424367214975 -76.98155391789808, -12.164424367214975 -76.97236474371522, -12.15664476423452 -76.96777015662379))",15,LIMA,1,LIMA,40,SANTIAGO DE SURCO,SANTIAGO DE SURCO,150140,1501,150140,1,SANTIAGO DE SURCO,410587,2020,INEI,1.2000000000000002,80.2,80.0,260272,226
zona_166,"POLYGON ((-12.148865161254063 -76.953981806078, -12.141085558273607 -76.95857625882827, -12.141085558273607 -76.96776516432884, -12.148865161254063 -76.9723596170791, -12.15664476423452 -76.96776516432884, -12.15664476423452 -76.95857625882827, -12.148865161254063 -76.953981806078))",15,LIMA,1,LIMA,33,SAN JUAN DE MIRAFLORES,CIUDAD DE DIOS,150133,1501,150133,1,SAN JUAN DE MIRAFLORES,421017,2020,INEI,15.2,80.2,80.0,229066,225
zona_166,"POLYGON ((-12.148865161254063 -76.953981806078, -12.141085558273607 -76.95857625882827, -12.141085558273607 -76.96776516432884, -12.148865161254063 -76.9723596170791, -12.15664476423452 -76.96776516432884, -12.15664476423452 -76.95857625882827, -12.148865161254063 -76.953981806078))",15,LIMA,1,LIMA,43,VILLA MARIA DEL TRIUNFO,VILLA MARIA DEL TRIUNFO,150143,1501,150143,1,VILLA MARIA DEL TRIUNFO,440575,2020,INEI,16.85,80.2,80.0,235043,1465
zona_167,"POLYGON ((-12.15664476423452 -76.9401929181676, -12.148865161254063 -76.94478750525903, -12.148865161254063 -76.9539766794419, -12.15664476423452 -76.95857126653333, -12.164424367214975 -76.9539766794419, -12.164424367214975 -76.94478750525903, -12.15664476423452 -76.9401929181676))",15,LIMA,1,LIMA,33,SAN JUAN DE MIRAFLORES,CIUDAD DE DIOS,150133,1501,150133,1,SAN JUAN DE MIRAFLORES,421017,2020,INEI,15.2,80.2,80.0,229066,225
zona_167,"POLYGON ((-12.15664476423452 -76.9401929181676, -12.148865161254063 -76.94478750525903, -12.148865161254063 -76.9539766794419, -12.15664476423452 -76.95857126653333, -12.164424367214975 -76.9539766794419, -12.164424367214975 -76.94478750525903, -12.15664476423452 -76.9401929181676))",15,LIMA,1,LIMA,43,VILLA MARIA DEL TRIUNFO,VILLA MARIA DEL TRIUNFO,150143,1501,150143,1,VILLA MARIA DEL TRIUNFO,440575,2020,INEI,16.85,80.2,80.0,235043,1465
zona_168,"POLYGON ((-12.148865161254063 -76.92640456762182, -12.141085558273607 -76.93099902037208, -12.141085558273607 -76.94018792587265, -12.148865161254063 -76.94478237862292, -12.15664476423452 -76.94018792587265, -12.15664476423452 -76.93099902037208, -12.148865161254063 -76.92640456762182))",15,LIMA,1,LIMA,43,VILLA MARIA DEL TRIUNFO,VILLA MARIA DEL TRIUNFO,150143,1501,150143,1,VILLA MARIA DEL TRIUNFO,440575,2020,INEI,16.85,80.2,80.0,235043,1465
zona_169,"POLYGON ((-12.15664476423452 -76.91261567971141, -12.148865161254063 -76.91721026680284, -12.148865161254063 -76.9263994409857, -12.15664476423452 -76.93099402807714, -12.164424367214975 -76.9263994409857, -12.164424367214975 -76.91721026680284, -12.15664476423452 -76.91261567971141))",15,LIMA,1,LIMA,43,VILLA MARIA DEL TRIUNFO,VILLA MARIA DEL TRIUNFO,150143,1501,150143,1,VILLA MARIA DEL TRIUNFO,440575,2020,INEI,16.85,80.2,80.0,235043,1465
zona_170,"POLYGON ((-12.148865161254063 -76.89882732916561, -12.141085558273607 -76.90342178191588, -12.141085558273607 -76.91261068741645, -12.148865161254063 -76.91720514016671, -12.15664476423452 -76.91261068741645, -12.15664476423452 -76.90342178191588, -12.148865161254063 -76.89882732916561))",15,LIMA,1,LIMA,43,VILLA MARIA DEL TRIUNFO,VILLA MARIA DEL TRIUNFO,150143,1501,150143,1,VILLA MARIA DEL TRIUNFO,440575,2020,INEI,16.85,80.2,80.0,235043,1465
zona_171,"POLYGON ((-12.15664476423452 -76.8850384412552, -12.148865161254063 -76.88963302834664, -12.148865161254063 -76.8988222025295, -12.15664476423452 -76.90341678962093, -12.164424367214975 -76.8988222025295, -12.164424367214975 -76.88963302834664, -12.15664476423452 -76.8850384412552))",15,LIMA,1,LIMA,43,VILLA MARIA DEL TRIUNFO,VILLA MARIA DEL TRIUNFO,150143,1501,150143,1,VILLA MARIA DEL TRIUNFO,440575,2020,INEI,16.85,80.2,80.0,235043,1465
zona_172,"POLYGON ((-12.148865161254063 -76.87125009070942, -12.141085558273607 -76.87584454345969, -12.141085558273607 -76.88503344896026, -12.148865161254063 -76.88962790171053, -12.15664476423452 -76.88503344896026, -12.15664476423452 -76.87584454345969, -12.148865161254063 -76.87125009070942))",15,LIMA,1,LIMA,23,PACHACAMAC,PACHACAMAC,150123,1501,150123,14,PACHACAMAC,123627,2020,INEI,20.0,80.2,80.0,63456,919
zona_172,"POLYGON ((-12.148865161254063 -76.87125009070942, -12.141085558273607 -76.87584454345969, -12.141085558273607 -76.88503344896026, -12.148865161254063 -76.88962790171053, -12.15664476423452 -76.88503344896026, -12.15664476423452 -76.87584454345969, -12.148865161254063 -76.87125009070942))",15,LIMA,1,LIMA,43,VILLA MARIA DEL TRIUNFO,VILLA MARIA DEL TRIUNFO,150143,1501,150143,1,VILLA MARIA DEL TRIUNFO,440575,2020,INEI,16.85,80.2,80.0,235043,1465
zona_173,"POLYGON ((-12.15664476423452 -76.85746120279902, -12.148865161254063 -76.86205578989045, -12.148865161254063 -76.87124496407331, -12.15664476423452 -76.87583955116474, -12.164424367214975 -76.87124496407331, -12.164424367214975 -76.86205578989045, -12.15664476423452 -76.85746120279902))",15,LIMA,1,LIMA,23,PACHACAMAC,PACHACAMAC,150123,1501,150123,14,PACHACAMAC,123627,2020,INEI,20.0,80.2,80.0,63456,919
zona_174,"POLYGON ((-12.148865161254063 -76.84367285225323, -12.141085558273607 -76.8482673050035, -12.141085558273607 -76.85745621050407, -12.148865161254063 -76.86205066325434, -12.15664476423452 -76.85745621050407, -12.15664476423452 -76.8482673050035, -12.148865161254063 -76.84367285225323))",15,LIMA,1,LIMA,23,PACHACAMAC,PACHACAMAC,150123,1501,150123,14,PACHACAMAC,123627,2020,INEI,20.0,80.2,80.0,63456,919
zona_175,"POLYGON ((-12.15664476423452 -76.82988396434283, -12.148865161254063 -76.83447855143426, -12.148865161254063 -76.84366772561712, -12.15664476423452 -76.84826231270856, -12.164424367214975 -76.84366772561712, -12.164424367214975 -76.83447855143426, -12.15664476423452 -76.82988396434283))",15,LIMA,1,LIMA,23,PACHACAMAC,PACHACAMAC,150123,1501,150123,14,PACHACAMAC,123627,2020,INEI,20.0,80.2,80.0,63456,919
zona_186,"POLYGON ((-12.141085558273605 -77.0229251707157, -12.13330595529315 -77.02751948921737, -12.13330595529315 -77.03670812622072, -12.141085558273605 -77.04130244472239, -12.148865161254061 -77.03670812622072, -12.148865161254061 -77.02751948921737, -12.141085558273605 -77.0229251707157))",15,LIMA,1,LIMA,4,BARRANCO,BARRANCO,150104,1501,150104,1,BARRANCO,38748,2020,INEI,3.1500000000000004,80.2,80.0,24078,812
zona_186,"POLYGON ((-12.141085558273605 -77.0229251707157, -12.13330595529315 -77.02751948921737, -12.13330595529315 -77.03670812622072, -12.141085558273605 -77.04130244472239, -12.148865161254061 -77.03670812622072, -12.148865161254061 -77.02751948921737, -12.141085558273605 -77.0229251707157))",15,LIMA,1,LIMA,22,MIRAFLORES,MIRAFLORES,150122,1501,150122,1,MIRAFLORES,114188,2020,INEI,0.1,80.2,80.0,73190,162
zona_187,"POLYGON ((-12.13330595529315 -77.0091368197997, -12.125526352312693 -77.01373100414533, -12.125526352312693 -77.02291937283654, -12.13330595529315 -77.02751355718216, -12.141085558273605 -77.02291937283654, -12.141085558273605 -77.01373100414533, -12.13330595529315 -77.0091368197997))",15,LIMA,1,LIMA,4,BARRANCO,BARRANCO,150104,1501,150104,1,BARRANCO,38748,2020,INEI,3.1500000000000004,80.2,80.0,24078,812
zona_187,"POLYGON ((-12.13330595529315 -77.0091368197997, -12.125526352312693 -77.01373100414533, -12.125526352312693 -77.02291937283654, -12.13330595529315 -77.02751355718216, -12.141085558273605 -77.02291937283654, -12.141085558273605 -77.01373100414533, -12.13330595529315 -77.0091368197997))",15,LIMA,1,LIMA,22,MIRAFLORES,MIRAFLORES,150122,1501,150122,1,MIRAFLORES,114188,2020,INEI,0.1,80.2,80.0,73190,162
zona_187,"POLYGON ((-12.13330595529315 -77.0091368197997, -12.125526352312693 -77.01373100414533, -12.125526352312693 -77.02291937283654, -12.13330595529315 -77.02751355718216, -12.141085558273605 -77.02291937283654, -12.141085558273605 -77.01373100414533, -12.13330595529315 -77.0091368197997))",15,LIMA,1,LIMA,40,SANTIAGO DE SURCO,SANTIAGO DE SURCO,150140,1501,150140,1,SANTIAGO DE SURCO,410587,2020,INEI,1.2000000000000002,80.2,80.0,260272,226
zona_188,"POLYGON ((-12.141085558273605 -76.99534793225949, -12.13330595529315 -76.99994225076117, -12.13330595529315 -77.00913088776451, -12.141085558273605 -77.01372520626619, -12.148865161254061 -77.00913088776451, -12.148865161254061 -76.99994225076117, -12.141085558273605 -76.99534793225949))",15,LIMA,1,LIMA,4,BARRANCO,BARRANCO,150104,1501,150104,1,BARRANCO,38748,2020,INEI,3.1500000000000004,80.2,80.0,24078,812
zona_188,"POLYGON ((-12.141085558273605 -76.99534793225949, -12.13330595529315 -76.99994225076117, -12.13330595529315 -77.00913088776451, -12.141085558273605 -77.01372520626619, -12.148865161254061 -77.00913088776451, -12.148865161254061 -76.99994225076117, -12.141085558273605 -76.99534793225949))",15,LIMA,1,LIMA,40,SANTIAGO DE SURCO,SANTIAGO DE SURCO,150140,1501,150140,1,SANTIAGO DE SURCO,410587,2020,INEI,1.2000000000000002,80.2,80.0,260272,226
zona_189,"POLYGON ((-12.13330595529315 -76.98155958134352, -12.125526352312693 -76.98615376568914, -12.125526352312693 -76.99534213438035, -12.13330595529315 -76.99993631872597, -12.141085558273605 -76.99534213438035, -12.141085558273605 -76.98615376568914, -12.13330595529315 -76.98155958134352))",15,LIMA,1,LIMA,40,SANTIAGO DE SURCO,SANTIAGO DE SURCO,150140,1501,150140,1,SANTIAGO DE SURCO,410587,2020,INEI,1.2000000000000002,80.2,80.0,260272,226
zona_190,"POLYGON ((-12.141085558273605 -76.9677706938033, -12.13330595529315 -76.97236501230498, -12.13330595529315 -76.98155364930832, -12.141085558273605 -76.98614796781, -12.148865161254061 -76.98155364930832, -12.148865161254061 -76.97236501230498, -12.141085558273605 -76.9677706938033))",15,LIMA,1,LIMA,33,SAN JUAN DE MIRAFLORES,CIUDAD DE DIOS,150133,1501,150133,1,SAN JUAN DE MIRAFLORES,421017,2020,INEI,15.2,80.2,80.0,229066,225
zona_190,"POLYGON ((-12.141085558273605 -76.9677706938033, -12.13330595529315 -76.97236501230498, -12.13330595529315 -76.98155364930832, -12.141085558273605 -76.98614796781, -12.148865161254061 -76.98155364930832, -12.148865161254061 -76.97236501230498, -12.141085558273605 -76.9677706938033))",15,LIMA,1,LIMA,40,SANTIAGO DE SURCO,SANTIAGO DE SURCO,150140,1501,150140,1,SANTIAGO DE SURCO,410587,2020,INEI,1.2000000000000002,80.2,80.0,260272,226
zona_191,"POLYGON ((-12.13330595529315 -76.95398234288733, -12.125526352312693 -76.95857652723295, -12.125526352312693 -76.96776489592416, -12.13330595529315 -76.97235908026978, -12.141085558273605 -76.96776489592416, -12.141085558273605 -76.95857652723295, -12.13330595529315 -76.95398234288733))",15,LIMA,1,LIMA,33,SAN JUAN DE MIRAFLORES,CIUDAD DE DIOS,150133,1501,150133,1,SAN JUAN DE MIRAFLORES,421017,2020,INEI,15.2,80.2,80.0,229066,225
zona_191,"POLYGON ((-12.13330595529315 -76.95398234288733, -12.125526352312693 -76.95857652723295, -12.125526352312693 -76.96776489592416, -12.13330595529315 -76.97235908026978, -12.141085558273605 -76.96776489592416, -12.141085558273605 -76.95857652723295, -12.13330595529315 -76.95398234288733))",15,LIMA,1,LIMA,40,SANTIAGO DE SURCO,SANTIAGO DE SURCO,150140,1501,150140,1,SANTIAGO DE SURCO,410587,2020,INEI,1.2000000000000002,80.2,80.0,260272,226
zona_192,"POLYGON ((-12.141085558273605 -76.94019345534711, -12.13330595529315 -76.94478777384879, -12.13330595529315 -76.95397641085214, -12.141085558273605 -76.95857072935381, -12.148865161254061 -76.95397641085214, -12.148865161254061 -76.94478777384879, -12.141085558273605 -76.94019345534711))",15,LIMA,1,LIMA,33,SAN JUAN DE MIRAFLORES,CIUDAD DE DIOS,150133,1501,150133,1,SAN JUAN DE MIRAFLORES,421017,2020,INEI,15.2,80.2,80.0,229066,225
zona_192,"POLYGON ((-12.141085558273605 -76.94019345534711, -12.13330595529315 -76.94478777384879, -12.13330595529315 -76.95397641085214, -12.141085558273605 -76.95857072935381, -12.148865161254061 -76.95397641085214, -12.148865161254061 -76.94478777384879, -12.141085558273605 -76.94019345534711))",15,LIMA,1,LIMA,43,VILLA MARIA DEL TRIUNFO,VILLA MARIA DEL TRIUNFO,150143,1501,150143,1,VILLA MARIA DEL TRIUNFO,440575,2020,INEI,16.85,80.2,80.0,235043,1465
zona_193,"POLYGON ((-12.13330595529315 -76.92640510443114, -12.125526352312693 -76.93099928877676, -12.125526352312693 -76.94018765746797, -12.13330595529315 -76.9447818418136, -12.141085558273605 -76.94018765746797, -12.141085558273605 -76.93099928877676, -12.13330595529315 -76.92640510443114))",15,LIMA,1,LIMA,43,VILLA MARIA DEL TRIUNFO,VILLA MARIA DEL TRIUNFO,150143,1501,150143,1,VILLA MARIA DEL TRIUNFO,440575,2020,INEI,16.85,80.2,80.0,235043,1465
zona_194,"POLYGON ((-12.141085558273605 -76.91261621689092, -12.13330595529315 -76.9172105353926, -12.13330595529315 -76.92639917239595, -12.141085558273605 -76.93099349089762, -12.148865161254061 -76.92639917239595, -12.148865161254061 -76.9172105353926, -12.141085558273605 -76.91261621689092))",15,LIMA,1,LIMA,43,VILLA MARIA DEL TRIUNFO,VILLA MARIA DEL TRIUNFO,150143,1501,150143,1,VILLA MARIA DEL TRIUNFO,440575,2020,INEI,16.85,80.2,80.0,235043,1465
zona_195,"POLYGON ((-12.13330595529315 -76.89882786597494, -12.125526352312693 -76.90342205032056, -12.125526352312693 -76.91261041901177, -12.13330595529315 -76.91720460335739, -12.141085558273605 -76.91261041901177, -12.141085558273605 -76.90342205032056, -12.13330595529315 -76.89882786597494))",15,LIMA,1,LIMA,23,PACHACAMAC,PACHACAMAC,150123,1501,150123,14,PACHACAMAC,123627,2020,INEI,20.0,80.2,80.0,63456,919
zona_195,"POLYGON ((-12.13330595529315 -76.89882786597494, -12.125526352312693 -76.90342205032056, -12.125526352312693 -76.91261041901177, -12.13330595529315 -76.91720460335739, -12.141085558273605 -76.91261041901177, -12.141085558273605 -76.90342205032056, -12.13330595529315 -76.89882786597494))",15,LIMA,1,LIMA,43,VILLA MARIA DEL TRIUNFO,VILLA MARIA DEL TRIUNFO,150143,1501,150143,1,VILLA MARIA DEL TRIUNFO,440575,2020,INEI,16.85,80.2,80.0,235043,1465
zona_196,"POLYGON ((-12.141085558273605 -76.88503897843472, -12.13330595529315 -76.8896332969364, -12.13330595529315 -76.89882193393974, -12.141085558273605 -76.90341625244142, -12.148865161254061 -76.89882193393974, -12.148865161254061 -76.8896332969364, -12.141085558273605 -76.88503897843472))",15,LIMA,1,LIMA,23,PACHACAMAC,PACHACAMAC,150123,1501,150123,14,PACHACAMAC,123627,2020,INEI,20.0,80.2,80.0,63456,919
zona_196,"POLYGON ((-12.141085558273605 -76.88503897843472, -12.13330595529315 -76.8896332969364, -12.13330595529315 -76.89882193393974, -12.141085558273605 -76.90341625244142, -12.148865161254061 -76.89882193393974, -12.148865161254061 -76.8896332969364, -12.141085558273605 -76.88503897843472))",15,LIMA,1,LIMA,43,VILLA MARIA DEL TRIUNFO,VILLA MARIA DEL TRIUNFO,150143,1501,150143,1,VILLA MARIA DEL TRIUNFO,440575,2020,INEI,16.85,80.2,80.0,235043,1465
zona_197,"POLYGON ((-12.13330595529315 -76.87125062751875, -12.125526352312693 -76.87584481186437, -12.125526352312693 -76.88503318055558, -12.13330595529315 -76.8896273649012, -12.141085558273605 -76.88503318055558, -12.141085558273605 -76.87584481186437, -12.13330595529315 -76.87125062751875))",15,LIMA,1,LIMA,23,PACHACAMAC,PACHACAMAC,150123,1501,150123,14,PACHACAMAC,123627,2020,INEI,20.0,80.2,80.0,63456,919
zona_198,"POLYGON ((-12.141085558273605 -76.85746173997853, -12.13330595529315 -76.8620560584802, -12.13330595529315 -76.87124469548355, -12.141085558273605 -76.87583901398523, -12.148865161254061 -76.87124469548355, -12.148865161254061 -76.8620560584802, -12.141085558273605 -76.85746173997853))",15,LIMA,1,LIMA,23,PACHACAMAC,PACHACAMAC,150123,1501,150123,14,PACHACAMAC,123627,2020,INEI,20.0,80.2,80.0,63456,919
zona_199,"POLYGON ((-12.13330595529315 -76.84367338906256, -12.125526352312693 -76.84826757340818, -12.125526352312693 -76.85745594209939, -12.13330595529315 -76.86205012644501, -12.141085558273605 -76.85745594209939, -12.141085558273605 -76.84826757340818, -12.13330595529315 -76.84367338906256))",15,LIMA,1,LIMA,23,PACHACAMAC,PACHACAMAC,150123,1501,150123,14,PACHACAMAC,123627,2020,INEI,20.0,80.2,80.0,63456,919
zona_200,"POLYGON ((-12.141085558273605 -76.82988450152234, -12.13330595529315 -76.83447882002402, -12.13330595529315 -76.84366745702737, -12.141085558273605 -76.84826177552904, -12.148865161254061 -76.84366745702737, -12.148865161254061 -76.83447882002402, -12.141085558273605 -76.82988450152234))",15,LIMA,1,LIMA,9,CIENEGUILLA,CIENEGUILLA,150109,1501,150109,8,CIENEGUILLA,36780,2020,INEI,17.55,80.2,80.0,19457,1506
zona_200,"POLYGON ((-12.141085558273605 -76.82988450152234, -12.13330595529315 -76.83447882002402, -12.13330595529315 -76.84366745702737, -12.141085558273605 -76.84826177552904, -12.148865161254061 -76.84366745702737, -12.148865161254061 -76.83447882002402, -12.141085558273605 -76.82988450152234))",15,LIMA,1,LIMA,23,PACHACAMAC,PACHACAMAC,150123,1501,150123,14,PACHACAMAC,123627,2020,INEI,20.0,80.2,80.0,63456,919
zona_210,"POLYGON ((-12.117746749332236 -77.03671459432502, -12.10996714635178 -77.04130851063607, -12.10996714635178 -77.0504963432582, -12.117746749332236 -77.05509025956925, -12.125526352312692 -77.0504963432582, -12.125526352312692 -77.04130851063607, -12.117746749332236 -77.03671459432502))",15,LIMA,1,LIMA,22,MIRAFLORES,MIRAFLORES,150122,1501,150122,1,MIRAFLORES,114188,2020,INEI,0.1,80.2,80.0,73190,162
zona_210,"POLYGON ((-12.117746749332236 -77.03671459432502, -12.10996714635178 -77.04130851063607, -12.10996714635178 -77.0504963432582, -12.117746749332236 -77.05509025956925, -12.125526352312692 -77.0504963432582, -12.125526352312692 -77.04130851063607, -12.117746749332236 -77.03671459432502))",15,LIMA,1,LIMA,31,SAN ISIDRO,SAN ISIDRO,150131,1501,150131,1,SAN ISIDRO,72942,2020,INEI,0.05,80.2,80.0,46777,811
zona_211,"POLYGON ((-12.125526352312693 -77.02292570715488, -12.117746749332237 -77.02751975743696, -12.117746749332237 -77.03670785800112, -12.125526352312693 -77.0413019082832, -12.13330595529315 -77.03670785800112, -12.13330595529315 -77.02751975743696, -12.125526352312693 -77.02292570715488))",15,LIMA,1,LIMA,22,MIRAFLORES,MIRAFLORES,150122,1501,150122,1,MIRAFLORES,114188,2020,INEI,0.1,80.2,80.0,73190,162
zona_212,"POLYGON ((-12.117746749332236 -77.00913735586882, -12.10996714635178 -77.01373127217987, -12.10996714635178 -77.022919104802, -12.117746749332236 -77.02751302111305, -12.125526352312692 -77.022919104802, -12.125526352312692 -77.01373127217987, -12.117746749332236 -77.00913735586882))",15,LIMA,1,LIMA,22,MIRAFLORES,MIRAFLORES,150122,1501,150122,1,MIRAFLORES,114188,2020,INEI,0.1,80.2,80.0,73190,162
zona_212,"POLYGON ((-12.117746749332236 -77.00913735586882, -12.10996714635178 -77.01373127217987, -12.10996714635178 -77.022919104802, -12.117746749332236 -77.02751302111305, -12.125526352312692 -77.022919104802, -12.125526352312692 -77.01373127217987, -12.117746749332236 -77.00913735586882))",15,LIMA,1,LIMA,41,SURQUILLO,SURQUILLO,150141,1501,150141,1,SURQUILLO,105715,2020,INEI,2.75,80.2,80.0,65962,166
zona_213,"POLYGON ((-12.125526352312693 -76.99534846869868, -12.117746749332237 -76.99994251898076, -12.117746749332237 -77.00913061954492, -12.125526352312693 -77.013724669827, -12.13330595529315 -77.00913061954492, -12.13330595529315 -76.99994251898076, -12.125526352312693 -76.99534846869868))",15,LIMA,1,LIMA,22,MIRAFLORES,MIRAFLORES,150122,1501,150122,1,MIRAFLORES,114188,2020,INEI,0.1,80.2,80.0,73190,162
zona_213,"POLYGON ((-12.125526352312693 -76.99534846869868, -12.117746749332237 -76.99994251898076, -12.117746749332237 -77.00913061954492, -12.125526352312693 -77.013724669827, -12.13330595529315 -77.00913061954492, -12.13330595529315 -76.99994251898076, -12.125526352312693 -76.99534846869868))",15,LIMA,1,LIMA,40,SANTIAGO DE SURCO,SANTIAGO DE SURCO,150140,1501,150140,1,SANTIAGO DE SURCO,410587,2020,INEI,1.2000000000000002,80.2,80.0,260272,226
zona_213,"POLYGON ((-12.125526352312693 -76.99534846869868, -12.117746749332237 -76.99994251898076, -12.117746749332237 -77.00913061954492, -12.125526352312693 -77.013724669827, -12.13330595529315 -77.00913061954492, -12.13330595529315 -76.99994251898076, -12.125526352312693 -76.99534846869868))",15,LIMA,1,LIMA,41,SURQUILLO,SURQUILLO,150141,1501,150141,1,SURQUILLO,105715,2020,INEI,2.75,80.2,80.0,65962,166
