hexagono_id,hexagono_shape,centroid_lat,centroid_lon
zona_000090,"POLYGON ((-71.35333285661686 -16.963322382117262, -71.35802872149408 -16.955542779136806, -71.36742045124852 -16.955542779136806, -71.37211631612574 -16.963322382117262, -71.36742045124852 -16.971101985097718, -71.35802872149408 -16.971101985097718, -71.35333285661686 -16.963322382117262))",-16.963322382117262,-71.3627245863713
zona_000091,"POLYGON ((-71.3392421445179 -16.955542779136806, -71.34393781495785 -16.94776317615635, -71.3533291558378 -16.94776317615635, -71.35802482627776 -16.955542779136806, -71.3533291558378 -16.963322382117262, -71.34393781495785 -16.963322382117262, -71.3392421445179 -16.955542779136806))",-16.955542779136806,-71.34863348539783
zona_000092,"POLYGON ((-71.32515065466991 -16.963322382117262, -71.32984651954713 -16.955542779136806, -71.33923824930157 -16.955542779136806, -71.3439341141788 -16.963322382117262, -71.33923824930157 -16.971101985097718, -71.32984651954713 -16.971101985097718, -71.32515065466991 -16.963322382117262))",-16.963322382117262,-71.33454238442435
zona_000093,"POLYGON ((-71.31105994257094 -16.955542779136806, -71.3157556130109 -16.94776317615635, -71.32514695389084 -16.94776317615635, -71.3298426243308 -16.955542779136806, -71.32514695389084 -16.963322382117262, -71.3157556130109 -16.963322382117262, -71.31105994257094 -16.955542779136806))",-16.955542779136806,-71.32045128345086
zona_000094,"POLYGON ((-71.29696845272295 -16.963322382117262, -71.30166431760017 -16.955542779136806, -71.31105604735461 -16.955542779136806, -71.31575191223183 -16.963322382117262, -71.31105604735461 -16.971101985097718, -71.30166431760017 -16.971101985097718, -71.29696845272295 -16.963322382117262))",-16.963322382117262,-71.30636018247739
zona_000095,"POLYGON ((-71.28287774062399 -16.955542779136806, -71.28757341106395 -16.94776317615635, -71.29696475194389 -16.94776317615635, -71.30166042238385 -16.955542779136806, -71.29696475194389 -16.963322382117262, -71.28757341106395 -16.963322382117262, -71.28287774062399 -16.955542779136806))",-16.955542779136806,-71.29226908150392
zona_000096,"POLYGON ((-71.26878625077599 -16.963322382117262, -71.27348211565321 -16.955542779136806, -71.28287384540765 -16.955542779136806, -71.28756971028487 -16.963322382117262, -71.28287384540765 -16.971101985097718, -71.27348211565321 -16.971101985097718, -71.26878625077599 -16.963322382117262))",-16.963322382117262,-71.27817798053043
zona_000097,"POLYGON ((-71.25469553867703 -16.955542779136806, -71.25939120911698 -16.94776317615635, -71.26878254999693 -16.94776317615635, -71.27347822043689 -16.955542779136806, -71.26878254999693 -16.963322382117262, -71.25939120911698 -16.963322382117262, -71.25469553867703 -16.955542779136806))",-16.955542779136806,-71.26408687955696
zona_000098,"POLYGON ((-71.24060404882904 -16.963322382117262, -71.24529991370626 -16.955542779136806, -71.2546916434607 -16.955542779136806, -71.25938750833792 -16.963322382117262, -71.2546916434607 -16.971101985097718, -71.24529991370626 -16.971101985097718, -71.24060404882904 -16.963322382117262))",-16.963322382117262,-71.24999577858348
zona_000099,"POLYGON ((-71.22651333673006 -16.955542779136806, -71.23120900717002 -16.94776317615635, -71.24060034804997 -16.94776317615635, -71.24529601848992 -16.955542779136806, -71.24060034804997 -16.963322382117262, -71.23120900717002 -16.963322382117262, -71.22651333673006 -16.955542779136806))",-16.955542779136806,-71.23590467761
zona_000100,"POLYGON ((-71.21242184688208 -16.963322382117262, -71.2171177117593 -16.955542779136806, -71.22650944151374 -16.955542779136806, -71.23120530639096 -16.963322382117262, -71.22650944151374 -16.971101985097718, -71.2171177117593 -16.971101985097718, -71.21242184688208 -16.963322382117262))",-16.963322382117262,-71.22181357663652
zona_000101,"POLYGON ((-71.55060904778925 -16.947763176156347, -71.55530452389463 -16.93998357317589, -71.56469547610537 -16.93998357317589, -71.56939095221075 -16.947763176156347, -71.56469547610537 -16.955542779136803, -71.55530452389463 -16.955542779136803, -71.55060904778925 -16.947763176156347))",-16.947763176156347,-71.56
zona_000102,"POLYGON ((-71.53651833527968 -16.93998357317589, -71.5412136171531 -16.932203970195435, -71.55060418089995 -16.932203970195435, -71.55529946277338 -16.93998357317589, -71.55060418089995 -16.947763176156347, -71.5412136171531 -16.947763176156347, -71.53651833527968 -16.93998357317589))",-16.93998357317589,-71.54590889902653
zona_000103,"POLYGON ((-71.52242684584229 -16.947763176156347, -71.52712232194767 -16.93998357317589, -71.53651327415841 -16.93998357317589, -71.54120875026379 -16.947763176156347, -71.53651327415841 -16.955542779136803, -71.52712232194767 -16.955542779136803, -71.52242684584229 -16.947763176156347))",-16.947763176156347,-71.53181779805304
zona_000104,"POLYGON ((-71.50833613333272 -16.93998357317589, -71.51303141520614 -16.932203970195435, -71.52242197895299 -16.932203970195435, -71.52711726082642 -16.93998357317589, -71.52242197895299 -16.947763176156347, -71.51303141520614 -16.947763176156347, -71.50833613333272 -16.93998357317589))",-16.93998357317589,-71.51772669707957
zona_000105,"POLYGON ((-71.49424464389534 -16.947763176156347, -71.49894012000073 -16.93998357317589, -71.50833107221146 -16.93998357317589, -71.51302654831684 -16.947763176156347, -71.50833107221146 -16.955542779136803, -71.49894012000073 -16.955542779136803, -71.49424464389534 -16.947763176156347))",-16.947763176156347,-71.5036355961061
zona_000106,"POLYGON ((-71.48015393138576 -16.93998357317589, -71.48484921325918 -16.932203970195435, -71.49423977700603 -16.932203970195435, -71.49893505887945 -16.93998357317589, -71.49423977700603 -16.947763176156347, -71.48484921325918 -16.947763176156347, -71.48015393138576 -16.93998357317589))",-16.93998357317589,-71.4895444951326
zona_000107,"POLYGON ((-71.46606244194838 -16.947763176156347, -71.47075791805376 -16.93998357317589, -71.4801488702645 -16.93998357317589, -71.48484434636988 -16.947763176156347, -71.4801488702645 -16.955542779136803, -71.47075791805376 -16.955542779136803, -71.46606244194838 -16.947763176156347))",-16.947763176156347,-71.47545339415913
zona_000108,"POLYGON ((-71.45197172943881 -16.93998357317589, -71.45666701131223 -16.932203970195435, -71.46605757505908 -16.932203970195435, -71.4707528569325 -16.93998357317589, -71.46605757505908 -16.947763176156347, -71.45666701131223 -16.947763176156347, -71.45197172943881 -16.93998357317589))",-16.93998357317589,-71.46136229318566
zona_000109,"POLYGON ((-71.43788024000142 -16.947763176156347, -71.4425757161068 -16.93998357317589, -71.45196666831754 -16.93998357317589, -71.45666214442292 -16.947763176156347, -71.45196666831754 -16.955542779136803, -71.4425757161068 -16.955542779136803, -71.43788024000142 -16.947763176156347))",-16.947763176156347,-71.44727119221217
zona_000110,"POLYGON ((-71.42378952749185 -16.93998357317589, -71.42848480936527 -16.932203970195435, -71.43787537311212 -16.932203970195435, -71.44257065498554 -16.93998357317589, -71.43787537311212 -16.947763176156347, -71.42848480936527 -16.947763176156347, -71.42378952749185 -16.93998357317589))",-16.93998357317589,-71.4331800912387
zona_000111,"POLYGON ((-71.40969803805447 -16.947763176156347, -71.41439351415985 -16.93998357317589, -71.42378446637059 -16.93998357317589, -71.42847994247597 -16.947763176156347, -71.42378446637059 -16.955542779136803, -71.41439351415985 -16.955542779136803, -71.40969803805447 -16.947763176156347))",-16.947763176156347,-71.41908899026522
zona_000112,"POLYGON ((-71.39560732554489 -16.93998357317589, -71.40030260741831 -16.932203970195435, -71.40969317116516 -16.932203970195435, -71.41438845303858 -16.93998357317589, -71.40969317116516 -16.947763176156347, -71.40030260741831 -16.947763176156347, -71.39560732554489 -16.93998357317589))",-16.93998357317589,-71.40499788929174
zona_000113,"POLYGON ((-71.38151583610751 -16.947763176156347, -71.3862113122129 -16.93998357317589, -71.39560226442363 -16.93998357317589, -71.40029774052901 -16.947763176156347, -71.39560226442363 -16.955542779136803, -71.3862113122129 -16.955542779136803, -71.38151583610751 -16.947763176156347))",-16.947763176156347,-71.39090678831826
zona_000114,"POLYGON ((-71.36742512359794 -16.93998357317589, -71.37212040547136 -16.932203970195435, -71.38151096921821 -16.932203970195435, -71.38620625109164 -16.93998357317589, -71.38151096921821 -16.947763176156347, -71.37212040547136 -16.947763176156347, -71.36742512359794 -16.93998357317589))",-16.93998357317589,-71.37681568734479
zona_000115,"POLYGON ((-71.35333363416055 -16.947763176156347, -71.35802911026593 -16.93998357317589, -71.36742006247667 -16.93998357317589, -71.37211553858205 -16.947763176156347, -71.36742006247667 -16.955542779136803, -71.35802911026593 -16.955542779136803, -71.35333363416055 -16.947763176156347))",-16.947763176156347,-71.3627245863713
zona_000116,"POLYGON ((-71.33924292165098 -16.93998357317589, -71.3439382035244 -16.932203970195435, -71.35332876727125 -16.932203970195435, -71.35802404914467 -16.93998357317589, -71.35332876727125 -16.947763176156347, -71.3439382035244 -16.947763176156347, -71.33924292165098 -16.93998357317589))",-16.93998357317589,-71.34863348539783
zona_000117,"POLYGON ((-71.3251514322136 -16.947763176156347, -71.32984690831898 -16.93998357317589, -71.33923786052972 -16.93998357317589, -71.3439333366351 -16.947763176156347, -71.33923786052972 -16.955542779136803, -71.32984690831898 -16.955542779136803, -71.3251514322136 -16.947763176156347))",-16.947763176156347,-71.33454238442435
zona_000118,"POLYGON ((-71.31106071970402 -16.93998357317589, -71.31575600157744 -16.932203970195435, -71.32514656532429 -16.932203970195435, -71.32984184719771 -16.93998357317589, -71.32514656532429 -16.947763176156347, -71.31575600157744 -16.947763176156347, -71.31106071970402 -16.93998357317589))",-16.93998357317589,-71.32045128345086
zona_000119,"POLYGON ((-71.29696923026664 -16.947763176156347, -71.30166470637202 -16.93998357317589, -71.31105565858276 -16.93998357317589, -71.31575113468814 -16.947763176156347, -71.31105565858276 -16.955542779136803, -71.30166470637202 -16.955542779136803, -71.29696923026664 -16.947763176156347))",-16.947763176156347,-71.30636018247739
zona_000120,"POLYGON ((-71.28287851775707 -16.93998357317589, -71.2875737996305 -16.932203970195435, -71.29696436337734 -16.932203970195435, -71.30165964525077 -16.93998357317589, -71.29696436337734 -16.947763176156347, -71.2875737996305 -16.947763176156347, -71.28287851775707 -16.93998357317589))",-16.93998357317589,-71.29226908150392
zona_000121,"POLYGON ((-71.26878702831968 -16.947763176156347, -71.27348250442506 -16.93998357317589, -71.2828734566358 -16.93998357317589, -71.28756893274118 -16.947763176156347, -71.2828734566358 -16.955542779136803, -71.27348250442506 -16.955542779136803, -71.26878702831968 -16.947763176156347))",-16.947763176156347,-71.27817798053043
zona_000122,"POLYGON ((-71.25469631581011 -16.93998357317589, -71.25939159768353 -16.932203970195435, -71.26878216143038 -16.932203970195435, -71.2734774433038 -16.93998357317589, -71.26878216143038 -16.947763176156347, -71.25939159768353 -16.947763176156347, -71.25469631581011 -16.93998357317589))",-16.93998357317589,-71.26408687955696
zona_000123,"POLYGON ((-71.24060482637273 -16.947763176156347, -71.24530030247811 -16.93998357317589, -71.25469125468885 -16.93998357317589, -71.25938673079423 -16.947763176156347, -71.25469125468885 -16.955542779136803, -71.24530030247811 -16.955542779136803, -71.24060482637273 -16.947763176156347))",-16.947763176156347,-71.24999577858348
zona_000124,"POLYGON ((-71.22651411386315 -16.93998357317589, -71.23120939573657 -16.932203970195435, -71.24059995948342 -16.932203970195435, -71.24529524135684 -16.93998357317589, -71.24059995948342 -16.947763176156347, -71.23120939573657 -16.947763176156347, -71.22651411386315 -16.93998357317589))",-16.93998357317589,-71.23590467761
zona_000125,"POLYGON ((-71.21242262442577 -16.947763176156347, -71.21711810053115 -16.93998357317589, -71.22650905274189 -16.93998357317589, -71.23120452884727 -16.947763176156347, -71.22650905274189 -16.955542779136803, -71.21711810053115 -16.955542779136803, -71.21242262442577 -16.947763176156347))",-16.947763176156347,-71.22181357663652
zona_000126,"POLYGON ((-71.55060982451181 -16.932203970195435, -71.5553049122559 -16.92442436721498, -71.5646950877441 -16.92442436721498, -71.5693901754882 -16.932203970195435, -71.5646950877441 -16.93998357317589, -71.5553049122559 -16.93998357317589, -71.55060982451181 -16.932203970195435))",-16.932203970195435,-71.56
zona_000127,"POLYGON ((-71.53651911159177 -16.92442436721498, -71.54121400530916 -16.916644764234523, -71.5506037927439 -16.916644764234523, -71.55529868646128 -16.92442436721498, -71.5506037927439 -16.932203970195435, -71.54121400530916 -16.932203970195435, -71.53651911159177 -16.92442436721498))",-16.92442436721498,-71.54590889902653
zona_000128,"POLYGON ((-71.52242762256485 -16.932203970195435, -71.52712271030894 -16.92442436721498, -71.53651288579714 -16.92442436721498, -71.54120797354123 -16.932203970195435, -71.53651288579714 -16.93998357317589, -71.52712271030894 -16.93998357317589, -71.52242762256485 -16.932203970195435))",-16.932203970195435,-71.53181779805304
zona_000129,"POLYGON ((-71.50833690964481 -16.92442436721498, -71.5130318033622 -16.916644764234523, -71.52242159079694 -16.916644764234523, -71.52711648451432 -16.92442436721498, -71.52242159079694 -16.932203970195435, -71.5130318033622 -16.932203970195435, -71.50833690964481 -16.92442436721498))",-16.92442436721498,-71.51772669707957
zona_000130,"POLYGON ((-71.4942454206179 -16.932203970195435, -71.498940508362 -16.92442436721498, -71.50833068385019 -16.92442436721498, -71.51302577159429 -16.932203970195435, -71.50833068385019 -16.93998357317589, -71.498940508362 -16.93998357317589, -71.4942454206179 -16.932203970195435))",-16.932203970195435,-71.5036355961061
zona_000131,"POLYGON ((-71.48015470769785 -16.92442436721498, -71.48484960141523 -16.916644764234523, -71.49423938884998 -16.916644764234523, -71.49893428256736 -16.92442436721498, -71.49423938884998 -16.932203970195435, -71.48484960141523 -16.932203970195435, -71.48015470769785 -16.92442436721498))",-16.92442436721498,-71.4895444951326
zona_000132,"POLYGON ((-71.46606321867094 -16.932203970195435, -71.47075830641504 -16.92442436721498, -71.48014848190323 -16.92442436721498, -71.48484356964732 -16.932203970195435, -71.48014848190323 -16.93998357317589, -71.47075830641504 -16.93998357317589, -71.46606321867094 -16.932203970195435))",-16.932203970195435,-71.47545339415913
zona_000133,"POLYGON ((-71.4519725057509 -16.92442436721498, -71.45666739946829 -16.916644764234523, -71.46605718690303 -16.916644764234523, -71.47075208062041 -16.92442436721498, -71.46605718690303 -16.932203970195435, -71.45666739946829 -16.932203970195435, -71.4519725057509 -16.92442436721498))",-16.92442436721498,-71.46136229318566
zona_000134,"POLYGON ((-71.43788101672398 -16.932203970195435, -71.44257610446807 -16.92442436721498, -71.45196627995627 -16.92442436721498, -71.45666136770036 -16.932203970195435, -71.45196627995627 -16.93998357317589, -71.44257610446807 -16.93998357317589, -71.43788101672398 -16.932203970195435))",-16.932203970195435,-71.44727119221217
zona_000135,"POLYGON ((-71.42379030380394 -16.92442436721498, -71.42848519752133 -16.916644764234523, -71.43787498495607 -16.916644764234523, -71.44256987867345 -16.92442436721498, -71.43787498495607 -16.932203970195435, -71.42848519752133 -16.932203970195435, -71.42379030380394 -16.92442436721498))",-16.92442436721498,-71.4331800912387
zona_000136,"POLYGON ((-71.40969881477703 -16.932203970195435, -71.41439390252113 -16.92442436721498, -71.42378407800932 -16.92442436721498, -71.42847916575342 -16.932203970195435, -71.42378407800932 -16.93998357317589, -71.41439390252113 -16.93998357317589, -71.40969881477703 -16.932203970195435))",-16.932203970195435,-71.41908899026522
zona_000137,"POLYGON ((-71.39560810185698 -16.92442436721498, -71.40030299557436 -16.916644764234523, -71.4096927830091 -16.916644764234523, -71.41438767672649 -16.92442436721498, -71.4096927830091 -16.932203970195435, -71.40030299557436 -16.932203970195435, -71.39560810185698 -16.92442436721498))",-16.92442436721498,-71.40499788929174
zona_000138,"POLYGON ((-71.38151661283007 -16.932203970195435, -71.38621170057417 -16.92442436721498, -71.39560187606236 -16.92442436721498, -71.40029696380645 -16.932203970195435, -71.39560187606236 -16.93998357317589, -71.38621170057417 -16.93998357317589, -71.38151661283007 -16.932203970195435))",-16.932203970195435,-71.39090678831826
zona_000139,"POLYGON ((-71.36742589991003 -16.92442436721498, -71.37212079362742 -16.916644764234523, -71.38151058106216 -16.916644764234523, -71.38620547477954 -16.92442436721498, -71.38151058106216 -16.932203970195435, -71.37212079362742 -16.932203970195435, -71.36742589991003 -16.92442436721498))",-16.92442436721498,-71.37681568734479
zona_000140,"POLYGON ((-71.35333441088311 -16.932203970195435, -71.3580294986272 -16.92442436721498, -71.3674196741154 -16.92442436721498, -71.37211476185949 -16.932203970195435, -71.3674196741154 -16.93998357317589, -71.3580294986272 -16.93998357317589, -71.35333441088311 -16.932203970195435))",-16.932203970195435,-71.3627245863713
zona_000141,"POLYGON ((-71.33924369796307 -16.92442436721498, -71.34393859168046 -16.916644764234523, -71.3533283791152 -16.916644764234523, -71.35802327283258 -16.92442436721498, -71.3533283791152 -16.932203970195435, -71.34393859168046 -16.932203970195435, -71.33924369796307 -16.92442436721498))",-16.92442436721498,-71.34863348539783
zona_000142,"POLYGON ((-71.32515220893616 -16.932203970195435, -71.32984729668026 -16.92442436721498, -71.33923747216845 -16.92442436721498, -71.34393255991255 -16.932203970195435, -71.33923747216845 -16.93998357317589, -71.32984729668026 -16.93998357317589, -71.32515220893616 -16.932203970195435))",-16.932203970195435,-71.33454238442435
zona_000143,"POLYGON ((-71.31106149601611 -16.92442436721498, -71.3157563897335 -16.916644764234523, -71.32514617716824 -16.916644764234523, -71.32984107088562 -16.92442436721498, -71.32514617716824 -16.932203970195435, -71.3157563897335 -16.932203970195435, -71.31106149601611 -16.92442436721498))",-16.92442436721498,-71.32045128345086
zona_000144,"POLYGON ((-71.2969700069892 -16.932203970195435, -71.3016650947333 -16.92442436721498, -71.31105527022149 -16.92442436721498, -71.31575035796558 -16.932203970195435, -71.31105527022149 -16.93998357317589, -71.3016650947333 -16.93998357317589, -71.2969700069892 -16.932203970195435))",-16.932203970195435,-71.30636018247739
zona_000145,"POLYGON ((-71.28287929406916 -16.92442436721498, -71.28757418778655 -16.916644764234523, -71.29696397522129 -16.916644764234523, -71.30165886893867 -16.92442436721498, -71.29696397522129 -16.932203970195435, -71.28757418778655 -16.932203970195435, -71.28287929406916 -16.92442436721498))",-16.92442436721498,-71.29226908150392
zona_000146,"POLYGON ((-71.26878780504224 -16.932203970195435, -71.27348289278633 -16.92442436721498, -71.28287306827453 -16.92442436721498, -71.28756815601862 -16.932203970195435, -71.28287306827453 -16.93998357317589, -71.27348289278633 -16.93998357317589, -71.26878780504224 -16.932203970195435))",-16.932203970195435,-71.27817798053043
zona_000147,"POLYGON ((-71.2546970921222 -16.92442436721498, -71.25939198583959 -16.916644764234523, -71.26878177327433 -16.916644764234523, -71.27347666699171 -16.92442436721498, -71.26878177327433 -16.932203970195435, -71.25939198583959 -16.932203970195435, -71.2546970921222 -16.92442436721498))",-16.92442436721498,-71.26408687955696
zona_000148,"POLYGON ((-71.24060560309529 -16.932203970195435, -71.24530069083939 -16.92442436721498, -71.25469086632758 -16.92442436721498, -71.25938595407167 -16.932203970195435, -71.25469086632758 -16.93998357317589, -71.24530069083939 -16.93998357317589, -71.24060560309529 -16.932203970195435))",-16.932203970195435,-71.24999577858348
zona_000149,"POLYGON ((-71.22651489017524 -16.92442436721498, -71.23120978389262 -16.916644764234523, -71.24059957132737 -16.916644764234523, -71.24529446504475 -16.92442436721498, -71.24059957132737 -16.932203970195435, -71.23120978389262 -16.932203970195435, -71.22651489017524 -16.92442436721498))",-16.92442436721498,-71.23590467761
zona_000150,"POLYGON ((-71.21242340114833 -16.932203970195435, -71.21711848889242 -16.92442436721498, -71.22650866438062 -16.92442436721498, -71.23120375212471 -16.932203970195435, -71.22650866438062 -16.93998357317589, -71.21711848889242 -16.93998357317589, -71.21242340114833 -16.932203970195435))",-16.932203970195435,-71.22181357663652
zona_000151,"POLYGON ((-71.55061060041352 -16.916644764234523, -71.55530530020677 -16.908865161254067, -71.56469469979324 -16.908865161254067, -71.56938939958648 -16.916644764234523, -71.56469469979324 -16.92442436721498, -71.55530530020677 -16.92442436721498, -71.55061060041352 -16.916644764234523))",-16.916644764234523,-71.56
zona_000152,"POLYGON ((-71.53651988708319 -16.908865161254063, -71.54121439305486 -16.901085558273607, -71.5506034049982 -16.901085558273607, -71.55529791096987 -16.908865161254063, -71.5506034049982 -16.91664476423452, -71.54121439305486 -16.91664476423452, -71.53651988708319 -16.908865161254063))",-16.908865161254063,-71.54590889902653
zona_000153,"POLYGON ((-71.52242839846656 -16.916644764234523, -71.5271230982598 -16.908865161254067, -71.53651249784627 -16.908865161254067, -71.54120719763952 -16.916644764234523, -71.53651249784627 -16.92442436721498, -71.5271230982598 -16.92442436721498, -71.52242839846656 -16.916644764234523))",-16.916644764234523,-71.53181779805304
zona_000154,"POLYGON ((-71.50833768513623 -16.908865161254063, -71.5130321911079 -16.901085558273607, -71.52242120305124 -16.901085558273607, -71.52711570902291 -16.908865161254063, -71.52242120305124 -16.91664476423452, -71.5130321911079 -16.91664476423452, -71.50833768513623 -16.908865161254063))",-16.908865161254063,-71.51772669707957
zona_000155,"POLYGON ((-71.49424619651961 -16.916644764234523, -71.49894089631286 -16.908865161254067, -71.50833029589933 -16.908865161254067, -71.51302499569258 -16.916644764234523, -71.50833029589933 -16.92442436721498, -71.49894089631286 -16.92442436721498, -71.49424619651961 -16.916644764234523))",-16.916644764234523,-71.5036355961061
zona_000156,"POLYGON ((-71.48015548318926 -16.908865161254063, -71.48484998916094 -16.901085558273607, -71.49423900110428 -16.901085558273607, -71.49893350707595 -16.908865161254063, -71.49423900110428 -16.91664476423452, -71.48484998916094 -16.91664476423452, -71.48015548318926 -16.908865161254063))",-16.908865161254063,-71.4895444951326
zona_000157,"POLYGON ((-71.46606399457265 -16.916644764234523, -71.4707586943659 -16.908865161254067, -71.48014809395237 -16.908865161254067, -71.48484279374561 -16.916644764234523, -71.48014809395237 -16.92442436721498, -71.4707586943659 -16.92442436721498, -71.46606399457265 -16.916644764234523))",-16.916644764234523,-71.47545339415913
zona_000158,"POLYGON ((-71.45197328124232 -16.908865161254063, -71.45666778721399 -16.901085558273607, -71.46605679915733 -16.901085558273607, -71.470751305129 -16.908865161254063, -71.46605679915733 -16.91664476423452, -71.45666778721399 -16.91664476423452, -71.45197328124232 -16.908865161254063))",-16.908865161254063,-71.46136229318566
zona_000159,"POLYGON ((-71.43788179262569 -16.916644764234523, -71.44257649241894 -16.908865161254067, -71.4519658920054 -16.908865161254067, -71.45666059179865 -16.916644764234523, -71.4519658920054 -16.92442436721498, -71.44257649241894 -16.92442436721498, -71.43788179262569 -16.916644764234523))",-16.916644764234523,-71.44727119221217
zona_000160,"POLYGON ((-71.42379107929536 -16.908865161254063, -71.42848558526703 -16.901085558273607, -71.43787459721037 -16.901085558273607, -71.44256910318204 -16.908865161254063, -71.43787459721037 -16.91664476423452, -71.42848558526703 -16.91664476423452, -71.42379107929536 -16.908865161254063))",-16.908865161254063,-71.4331800912387
zona_000161,"POLYGON ((-71.40969959067874 -16.916644764234523, -71.41439429047199 -16.908865161254067, -71.42378369005846 -16.908865161254067, -71.4284783898517 -16.916644764234523, -71.42378369005846 -16.92442436721498, -71.41439429047199 -16.92442436721498, -71.40969959067874 -16.916644764234523))",-16.916644764234523,-71.41908899026522
zona_000162,"POLYGON ((-71.3956088773484 -16.908865161254063, -71.40030338332006 -16.901085558273607, -71.4096923952634 -16.901085558273607, -71.41438690123508 -16.908865161254063, -71.4096923952634 -16.91664476423452, -71.40030338332006 -16.91664476423452, -71.3956088773484 -16.908865161254063))",-16.908865161254063,-71.40499788929174
zona_000163,"POLYGON ((-71.38151738873178 -16.916644764234523, -71.38621208852503 -16.908865161254067, -71.3956014881115 -16.908865161254067, -71.40029618790474 -16.916644764234523, -71.3956014881115 -16.92442436721498, -71.38621208852503 -16.92442436721498, -71.38151738873178 -16.916644764234523))",-16.916644764234523,-71.39090678831826
zona_000164,"POLYGON ((-71.36742667540145 -16.908865161254063, -71.37212118137312 -16.901085558273607, -71.38151019331646 -16.901085558273607, -71.38620469928813 -16.908865161254063, -71.38151019331646 -16.91664476423452, -71.37212118137312 -16.91664476423452, -71.36742667540145 -16.908865161254063))",-16.908865161254063,-71.37681568734479
zona_000165,"POLYGON ((-71.35333518678482 -16.916644764234523, -71.35802988657807 -16.908865161254067, -71.36741928616453 -16.908865161254067, -71.37211398595778 -16.916644764234523, -71.36741928616453 -16.92442436721498, -71.35802988657807 -16.92442436721498, -71.35333518678482 -16.916644764234523))",-16.916644764234523,-71.3627245863713
zona_000166,"POLYGON ((-71.33924447345449 -16.908865161254063, -71.34393897942616 -16.901085558273607, -71.3533279913695 -16.901085558273607, -71.35802249734117 -16.908865161254063, -71.3533279913695 -16.91664476423452, -71.34393897942616 -16.91664476423452, -71.33924447345449 -16.908865161254063))",-16.908865161254063,-71.34863348539783
zona_000167,"POLYGON ((-71.32515298483787 -16.916644764234523, -71.32984768463112 -16.908865161254067, -71.33923708421759 -16.908865161254067, -71.34393178401083 -16.916644764234523, -71.33923708421759 -16.92442436721498, -71.32984768463112 -16.92442436721498, -71.32515298483787 -16.916644764234523))",-16.916644764234523,-71.33454238442435
zona_000168,"POLYGON ((-71.31106227150752 -16.908865161254063, -71.3157567774792 -16.901085558273607, -71.32514578942254 -16.901085558273607, -71.3298402953942 -16.908865161254063, -71.32514578942254 -16.91664476423452, -71.3157567774792 -16.91664476423452, -71.31106227150752 -16.908865161254063))",-16.908865161254063,-71.32045128345086
zona_000169,"POLYGON ((-71.29697078289091 -16.916644764234523, -71.30166548268416 -16.908865161254067, -71.31105488227062 -16.908865161254067, -71.31574958206387 -16.916644764234523, -71.31105488227062 -16.92442436721498, -71.30166548268416 -16.92442436721498, -71.29697078289091 -16.916644764234523))",-16.916644764234523,-71.30636018247739
zona_000170,"POLYGON ((-71.28288006956058 -16.908865161254063, -71.28757457553225 -16.901085558273607, -71.29696358747559 -16.901085558273607, -71.30165809344726 -16.908865161254063, -71.29696358747559 -16.91664476423452, -71.28757457553225 -16.91664476423452, -71.28288006956058 -16.908865161254063))",-16.908865161254063,-71.29226908150392
zona_000171,"POLYGON ((-71.26878858094395 -16.916644764234523, -71.2734832807372 -16.908865161254067, -71.28287268032366 -16.908865161254067, -71.28756738011691 -16.916644764234523, -71.28287268032366 -16.92442436721498, -71.2734832807372 -16.92442436721498, -71.26878858094395 -16.916644764234523))",-16.916644764234523,-71.27817798053043
zona_000172,"POLYGON ((-71.25469786761361 -16.908865161254063, -71.25939237358529 -16.901085558273607, -71.26878138552863 -16.901085558273607, -71.2734758915003 -16.908865161254063, -71.26878138552863 -16.91664476423452, -71.25939237358529 -16.91664476423452, -71.25469786761361 -16.908865161254063))",-16.908865161254063,-71.26408687955696
zona_000173,"POLYGON ((-71.240606378997 -16.916644764234523, -71.24530107879025 -16.908865161254067, -71.25469047837672 -16.908865161254067, -71.25938517816996 -16.916644764234523, -71.25469047837672 -16.92442436721498, -71.24530107879025 -16.92442436721498, -71.240606378997 -16.916644764234523))",-16.916644764234523,-71.24999577858348
zona_000174,"POLYGON ((-71.22651566566665 -16.908865161254063, -71.23121017163832 -16.901085558273607, -71.24059918358166 -16.901085558273607, -71.24529368955334 -16.908865161254063, -71.24059918358166 -16.91664476423452, -71.23121017163832 -16.91664476423452, -71.22651566566665 -16.908865161254063))",-16.908865161254063,-71.23590467761
zona_000175,"POLYGON ((-71.21242417705004 -16.916644764234523, -71.21711887684329 -16.908865161254067, -71.22650827642975 -16.908865161254067, -71.231202976223 -16.916644764234523, -71.22650827642975 -16.92442436721498, -71.21711887684329 -16.92442436721498, -71.21242417705004 -16.916644764234523))",-16.916644764234523,-71.22181357663652
zona_000176,"POLYGON ((-71.55061137549473 -16.901085558273607, -71.55530568774736 -16.89330595529315, -71.56469431225264 -16.89330595529315, -71.56938862450528 -16.901085558273607, -71.56469431225264 -16.908865161254063, -71.55530568774736 -16.908865161254063, -71.55061137549473 -16.901085558273607))",-16.901085558273607,-71.56
zona_000177,"POLYGON ((-71.53652066175425 -16.89330595529315, -71.54121478039039 -16.885526352312695, -71.55060301766267 -16.885526352312695, -71.5552971362988 -16.89330595529315, -71.55060301766267 -16.901085558273607, -71.54121478039039 -16.901085558273607, -71.53652066175425 -16.89330595529315))",-16.89330595529315,-71.54590889902653
