hexagono_id,hexagono_shape,centroid_lat,centroid_lon
zona_000037,"POLYGON ((-71.39560499168138 -16.98666119105863, -71.40030144048656 -16.978881588078174, -71.40969433809691 -16.978881588078174, -71.41439078690209 -16.98666119105863, -71.40969433809691 -16.994440794039086, -71.40030144048656 -16.994440794039086, -71.39560499168138 -16.98666119105863))",-16.98666119105863,-71.40499788929174
zona_000038,"POLYGON ((-71.38151350101168 -16.99444079403909, -71.38621014466497 -16.986661191058634, -71.39560343197155 -16.986661191058634, -71.40030007562484 -16.99444079403909, -71.39560343197155 -17.002220397019546, -71.38621014466497 -17.002220397019546, -71.38151350101168 -16.99444079403909))",-16.99444079403909,-71.39090678831826
zona_000039,"POLYGON ((-71.36742278973443 -16.98666119105863, -71.37211923853961 -16.978881588078174, -71.38151213614996 -16.978881588078174, -71.38620858495514 -16.98666119105863, -71.38151213614996 -16.994440794039086, -71.37211923853961 -16.994440794039086, -71.36742278973443 -16.98666119105863))",-16.98666119105863,-71.37681568734479
zona_000040,"POLYGON ((-71.35333129906472 -16.99444079403909, -71.35802794271801 -16.986661191058634, -71.36742123002459 -16.986661191058634, -71.37211787367788 -16.99444079403909, -71.36742123002459 -17.002220397019546, -71.35802794271801 -17.002220397019546, -71.35333129906472 -16.99444079403909))",-16.99444079403909,-71.3627245863713
zona_000041,"POLYGON ((-71.33924058778747 -16.98666119105863, -71.34393703659265 -16.978881588078174, -71.353329934203 -16.978881588078174, -71.35802638300818 -16.98666119105863, -71.353329934203 -16.994440794039086, -71.34393703659265 -16.994440794039086, -71.33924058778747 -16.98666119105863))",-16.98666119105863,-71.34863348539783
zona_000042,"POLYGON ((-71.32514909711777 -16.99444079403909, -71.32984574077106 -16.986661191058634, -71.33923902807764 -16.986661191058634, -71.34393567173093 -16.99444079403909, -71.33923902807764 -17.002220397019546, -71.32984574077106 -17.002220397019546, -71.32514909711777 -16.99444079403909))",-16.99444079403909,-71.33454238442435
zona_000043,"POLYGON ((-71.31105838584051 -16.98666119105863, -71.31575483464569 -16.978881588078174, -71.32514773225604 -16.978881588078174, -71.32984418106122 -16.98666119105863, -71.32514773225604 -16.994440794039086, -71.31575483464569 -16.994440794039086, -71.31105838584051 -16.98666119105863))",-16.98666119105863,-71.32045128345086
zona_000044,"POLYGON ((-71.29696689517081 -16.99444079403909, -71.3016635388241 -16.986661191058634, -71.31105682613068 -16.986661191058634, -71.31575346978397 -16.99444079403909, -71.31105682613068 -17.002220397019546, -71.3016635388241 -17.002220397019546, -71.29696689517081 -16.99444079403909))",-16.99444079403909,-71.30636018247739
zona_000045,"POLYGON ((-71.28287618389356 -16.98666119105863, -71.28757263269874 -16.978881588078174, -71.2969655303091 -16.978881588078174, -71.30166197911427 -16.98666119105863, -71.2969655303091 -16.994440794039086, -71.28757263269874 -16.994440794039086, -71.28287618389356 -16.98666119105863))",-16.98666119105863,-71.29226908150392
zona_000046,"POLYGON ((-71.26878469322385 -16.99444079403909, -71.27348133687714 -16.986661191058634, -71.28287462418372 -16.986661191058634, -71.28757126783701 -16.99444079403909, -71.28287462418372 -17.002220397019546, -71.27348133687714 -17.002220397019546, -71.26878469322385 -16.99444079403909))",-16.99444079403909,-71.27817798053043
zona_000047,"POLYGON ((-71.2546939819466 -16.98666119105863, -71.25939043075178 -16.978881588078174, -71.26878332836213 -16.978881588078174, -71.27347977716731 -16.98666119105863, -71.26878332836213 -16.994440794039086, -71.25939043075178 -16.994440794039086, -71.2546939819466 -16.98666119105863))",-16.98666119105863,-71.26408687955696
zona_000048,"POLYGON ((-71.2406024912769 -16.99444079403909, -71.24529913493019 -16.986661191058634, -71.25469242223677 -16.986661191058634, -71.25938906589006 -16.99444079403909, -71.25469242223677 -17.002220397019546, -71.24529913493019 -17.002220397019546, -71.2406024912769 -16.99444079403909))",-16.99444079403909,-71.24999577858348
zona_000049,"POLYGON ((-71.22651177999964 -16.98666119105863, -71.23120822880482 -16.978881588078174, -71.24060112641517 -16.978881588078174, -71.24529757522035 -16.98666119105863, -71.24060112641517 -16.994440794039086, -71.23120822880482 -16.994440794039086, -71.22651177999964 -16.98666119105863))",-16.98666119105863,-71.23590467761
zona_000050,"POLYGON ((-71.21242028932994 -16.99444079403909, -71.21711693298323 -16.986661191058634, -71.22651022028981 -16.986661191058634, -71.2312068639431 -16.99444079403909, -71.22651022028981 -17.002220397019546, -71.21711693298323 -17.002220397019546, -71.21242028932994 -16.99444079403909))",-16.99444079403909,-71.22181357663652
zona_000051,"POLYGON ((-71.55060749188038 -16.978881588078174, -71.5553037459402 -16.971101985097718, -71.56469625405981 -16.971101985097718, -71.56939250811962 -16.978881588078174, -71.56469625405981 -16.98666119105863, -71.5553037459402 -16.98666119105863, -71.55060749188038 -16.978881588078174))",-16.978881588078174,-71.56
zona_000052,"POLYGON ((-71.5365167801922 -16.971101985097718, -71.54121283960936 -16.963322382117262, -71.5506049584437 -16.963322382117262, -71.55530101786086 -16.971101985097718, -71.5506049584437 -16.978881588078174, -71.54121283960936 -16.978881588078174, -71.5365167801922 -16.971101985097718))",-16.971101985097718,-71.54590889902653
zona_000053,"POLYGON ((-71.52242528993342 -16.978881588078174, -71.52712154399323 -16.971101985097718, -71.53651405211285 -16.971101985097718, -71.54121030617266 -16.978881588078174, -71.53651405211285 -16.98666119105863, -71.52712154399323 -16.98666119105863, -71.52242528993342 -16.978881588078174))",-16.978881588078174,-71.53181779805304
zona_000054,"POLYGON ((-71.50833457824524 -16.971101985097718, -71.5130306376624 -16.963322382117262, -71.52242275649674 -16.963322382117262, -71.5271188159139 -16.971101985097718, -71.52242275649674 -16.978881588078174, -71.5130306376624 -16.978881588078174, -71.50833457824524 -16.971101985097718))",-16.971101985097718,-71.51772669707957
zona_000055,"POLYGON ((-71.49424308798648 -16.978881588078174, -71.49893934204628 -16.971101985097718, -71.5083318501659 -16.971101985097718, -71.51302810422571 -16.978881588078174, -71.5083318501659 -16.98666119105863, -71.49893934204628 -16.98666119105863, -71.49424308798648 -16.978881588078174))",-16.978881588078174,-71.5036355961061
zona_000056,"POLYGON ((-71.48015237629828 -16.971101985097718, -71.48484843571543 -16.963322382117262, -71.49424055454978 -16.963322382117262, -71.49893661396693 -16.971101985097718, -71.49424055454978 -16.978881588078174, -71.48484843571543 -16.978881588078174, -71.48015237629828 -16.971101985097718))",-16.971101985097718,-71.4895444951326
zona_000057,"POLYGON ((-71.46606088603951 -16.978881588078174, -71.47075714009932 -16.971101985097718, -71.48014964821894 -16.971101985097718, -71.48484590227875 -16.978881588078174, -71.48014964821894 -16.98666119105863, -71.47075714009932 -16.98666119105863, -71.46606088603951 -16.978881588078174))",-16.978881588078174,-71.47545339415913
zona_000058,"POLYGON ((-71.45197017435133 -16.971101985097718, -71.45666623376849 -16.963322382117262, -71.46605835260283 -16.963322382117262, -71.47075441201999 -16.971101985097718, -71.46605835260283 -16.978881588078174, -71.45666623376849 -16.978881588078174, -71.45197017435133 -16.971101985097718))",-16.971101985097718,-71.46136229318566
zona_000059,"POLYGON ((-71.43787868409255 -16.978881588078174, -71.44257493815236 -16.971101985097718, -71.45196744627198 -16.971101985097718, -71.45666370033179 -16.978881588078174, -71.45196744627198 -16.98666119105863, -71.44257493815236 -16.98666119105863, -71.43787868409255 -16.978881588078174))",-16.978881588078174,-71.44727119221217
zona_000060,"POLYGON ((-71.42378797240437 -16.971101985097718, -71.42848403182153 -16.963322382117262, -71.43787615065587 -16.963322382117262, -71.44257221007302 -16.971101985097718, -71.43787615065587 -16.978881588078174, -71.42848403182153 -16.978881588078174, -71.42378797240437 -16.971101985097718))",-16.971101985097718,-71.4331800912387
zona_000061,"POLYGON ((-71.4096964821456 -16.978881588078174, -71.41439273620541 -16.971101985097718, -71.42378524432503 -16.971101985097718, -71.42848149838484 -16.978881588078174, -71.42378524432503 -16.98666119105863, -71.41439273620541 -16.98666119105863, -71.4096964821456 -16.978881588078174))",-16.978881588078174,-71.41908899026522
zona_000062,"POLYGON ((-71.39560577045741 -16.971101985097718, -71.40030182987456 -16.963322382117262, -71.4096939487089 -16.963322382117262, -71.41439000812606 -16.971101985097718, -71.4096939487089 -16.978881588078174, -71.40030182987456 -16.978881588078174, -71.39560577045741 -16.971101985097718))",-16.971101985097718,-71.40499788929174
zona_000063,"POLYGON ((-71.38151428019864 -16.978881588078174, -71.38621053425845 -16.971101985097718, -71.39560304237807 -16.971101985097718, -71.40029929643788 -16.978881588078174, -71.39560304237807 -16.98666119105863, -71.38621053425845 -16.98666119105863, -71.38151428019864 -16.978881588078174))",-16.978881588078174,-71.39090678831826
zona_000064,"POLYGON ((-71.36742356851046 -16.971101985097718, -71.37211962792762 -16.963322382117262, -71.38151174676196 -16.963322382117262, -71.38620780617912 -16.971101985097718, -71.38151174676196 -16.978881588078174, -71.37211962792762 -16.978881588078174, -71.36742356851046 -16.971101985097718))",-16.971101985097718,-71.37681568734479
zona_000065,"POLYGON ((-71.35333207825168 -16.978881588078174, -71.35802833231149 -16.971101985097718, -71.36742084043111 -16.971101985097718, -71.37211709449092 -16.978881588078174, -71.36742084043111 -16.98666119105863, -71.35802833231149 -16.98666119105863, -71.35333207825168 -16.978881588078174))",-16.978881588078174,-71.3627245863713
zona_000066,"POLYGON ((-71.3392413665635 -16.971101985097718, -71.34393742598066 -16.963322382117262, -71.353329544815 -16.963322382117262, -71.35802560423215 -16.971101985097718, -71.353329544815 -16.978881588078174, -71.34393742598066 -16.978881588078174, -71.3392413665635 -16.971101985097718))",-16.971101985097718,-71.34863348539783
zona_000067,"POLYGON ((-71.32514987630474 -16.978881588078174, -71.32984613036454 -16.971101985097718, -71.33923863848416 -16.971101985097718, -71.34393489254397 -16.978881588078174, -71.33923863848416 -16.98666119105863, -71.32984613036454 -16.98666119105863, -71.32514987630474 -16.978881588078174))",-16.978881588078174,-71.33454238442435
zona_000068,"POLYGON ((-71.31105916461654 -16.971101985097718, -71.3157552240337 -16.963322382117262, -71.32514734286804 -16.963322382117262, -71.32984340228519 -16.971101985097718, -71.32514734286804 -16.978881588078174, -71.3157552240337 -16.978881588078174, -71.31105916461654 -16.971101985097718))",-16.971101985097718,-71.32045128345086
zona_000069,"POLYGON ((-71.29696767435777 -16.978881588078174, -71.30166392841758 -16.971101985097718, -71.3110564365372 -16.971101985097718, -71.31575269059701 -16.978881588078174, -71.3110564365372 -16.98666119105863, -71.30166392841758 -16.98666119105863, -71.29696767435777 -16.978881588078174))",-16.978881588078174,-71.30636018247739
zona_000070,"POLYGON ((-71.28287696266959 -16.971101985097718, -71.28757302208675 -16.963322382117262, -71.29696514092109 -16.963322382117262, -71.30166120033824 -16.971101985097718, -71.29696514092109 -16.978881588078174, -71.28757302208675 -16.978881588078174, -71.28287696266959 -16.971101985097718))",-16.971101985097718,-71.29226908150392
zona_000071,"POLYGON ((-71.26878547241081 -16.978881588078174, -71.27348172647062 -16.971101985097718, -71.28287423459024 -16.971101985097718, -71.28757048865005 -16.978881588078174, -71.28287423459024 -16.98666119105863, -71.27348172647062 -16.98666119105863, -71.26878547241081 -16.978881588078174))",-16.978881588078174,-71.27817798053043
zona_000072,"POLYGON ((-71.25469476072263 -16.971101985097718, -71.25939082013979 -16.963322382117262, -71.26878293897413 -16.963322382117262, -71.27347899839128 -16.971101985097718, -71.26878293897413 -16.978881588078174, -71.25939082013979 -16.978881588078174, -71.25469476072263 -16.971101985097718))",-16.971101985097718,-71.26408687955696
zona_000073,"POLYGON ((-71.24060327046386 -16.978881588078174, -71.24529952452367 -16.971101985097718, -71.25469203264329 -16.971101985097718, -71.2593882867031 -16.978881588078174, -71.25469203264329 -16.98666119105863, -71.24529952452367 -16.98666119105863, -71.24060327046386 -16.978881588078174))",-16.978881588078174,-71.24999577858348
zona_000074,"POLYGON ((-71.22651255877567 -16.971101985097718, -71.23120861819282 -16.963322382117262, -71.24060073702717 -16.963322382117262, -71.24529679644432 -16.971101985097718, -71.24060073702717 -16.978881588078174, -71.23120861819282 -16.978881588078174, -71.22651255877567 -16.971101985097718))",-16.971101985097718,-71.23590467761
zona_000075,"POLYGON ((-71.2124210685169 -16.978881588078174, -71.21711732257671 -16.971101985097718, -71.22650983069633 -16.971101985097718, -71.23120608475614 -16.978881588078174, -71.22650983069633 -16.98666119105863, -71.21711732257671 -16.98666119105863, -71.2124210685169 -16.978881588078174))",-16.978881588078174,-71.22181357663652
zona_000076,"POLYGON ((-71.55060827024556 -16.963322382117262, -71.55530413512278 -16.955542779136806, -71.56469586487722 -16.955542779136806, -71.56939172975444 -16.963322382117262, -71.56469586487722 -16.971101985097718, -71.55530413512278 -16.971101985097718, -71.55060827024556 -16.963322382117262))",-16.963322382117262,-71.56
zona_000077,"POLYGON ((-71.5365175581466 -16.955542779136806, -71.54121322858656 -16.94776317615635, -71.5506045694665 -16.94776317615635, -71.55530023990646 -16.955542779136806, -71.5506045694665 -16.963322382117262, -71.54121322858656 -16.963322382117262, -71.5365175581466 -16.955542779136806))",-16.955542779136806,-71.54590889902653
zona_000078,"POLYGON ((-71.5224260682986 -16.963322382117262, -71.52712193317582 -16.955542779136806, -71.53651366293026 -16.955542779136806, -71.54120952780748 -16.963322382117262, -71.53651366293026 -16.971101985097718, -71.52712193317582 -16.971101985097718, -71.5224260682986 -16.963322382117262))",-16.963322382117262,-71.53181779805304
zona_000079,"POLYGON ((-71.50833535619964 -16.955542779136806, -71.5130310266396 -16.94776317615635, -71.52242236751954 -16.94776317615635, -71.5271180379595 -16.955542779136806, -71.52242236751954 -16.963322382117262, -71.5130310266396 -16.963322382117262, -71.50833535619964 -16.955542779136806))",-16.955542779136806,-71.51772669707957
zona_000080,"POLYGON ((-71.49424386635165 -16.963322382117262, -71.49893973122887 -16.955542779136806, -71.50833146098331 -16.955542779136806, -71.51302732586053 -16.963322382117262, -71.50833146098331 -16.971101985097718, -71.49893973122887 -16.971101985097718, -71.49424386635165 -16.963322382117262))",-16.963322382117262,-71.5036355961061
zona_000081,"POLYGON ((-71.48015315425268 -16.955542779136806, -71.48484882469263 -16.94776317615635, -71.49424016557258 -16.94776317615635, -71.49893583601254 -16.955542779136806, -71.49424016557258 -16.963322382117262, -71.48484882469263 -16.963322382117262, -71.48015315425268 -16.955542779136806))",-16.955542779136806,-71.4895444951326
zona_000082,"POLYGON ((-71.46606166440469 -16.963322382117262, -71.47075752928191 -16.955542779136806, -71.48014925903635 -16.955542779136806, -71.48484512391357 -16.963322382117262, -71.48014925903635 -16.971101985097718, -71.47075752928191 -16.971101985097718, -71.46606166440469 -16.963322382117262))",-16.963322382117262,-71.47545339415913
zona_000083,"POLYGON ((-71.45197095230573 -16.955542779136806, -71.45666662274569 -16.94776317615635, -71.46605796362563 -16.94776317615635, -71.47075363406559 -16.955542779136806, -71.46605796362563 -16.963322382117262, -71.45666662274569 -16.963322382117262, -71.45197095230573 -16.955542779136806))",-16.955542779136806,-71.46136229318566
zona_000084,"POLYGON ((-71.43787946245773 -16.963322382117262, -71.44257532733495 -16.955542779136806, -71.45196705708939 -16.955542779136806, -71.45666292196661 -16.963322382117262, -71.45196705708939 -16.971101985097718, -71.44257532733495 -16.971101985097718, -71.43787946245773 -16.963322382117262))",-16.963322382117262,-71.44727119221217
zona_000085,"POLYGON ((-71.42378875035877 -16.955542779136806, -71.42848442079872 -16.94776317615635, -71.43787576167867 -16.94776317615635, -71.44257143211863 -16.955542779136806, -71.43787576167867 -16.963322382117262, -71.42848442079872 -16.963322382117262, -71.42378875035877 -16.955542779136806))",-16.955542779136806,-71.4331800912387
zona_000086,"POLYGON ((-71.40969726051078 -16.963322382117262, -71.414393125388 -16.955542779136806, -71.42378485514244 -16.955542779136806, -71.42848072001966 -16.963322382117262, -71.42378485514244 -16.971101985097718, -71.414393125388 -16.971101985097718, -71.40969726051078 -16.963322382117262))",-16.963322382117262,-71.41908899026522
zona_000087,"POLYGON ((-71.3956065484118 -16.955542779136806, -71.40030221885176 -16.94776317615635, -71.4096935597317 -16.94776317615635, -71.41438923017166 -16.955542779136806, -71.4096935597317 -16.963322382117262, -71.40030221885176 -16.963322382117262, -71.3956065484118 -16.955542779136806))",-16.955542779136806,-71.40499788929174
zona_000088,"POLYGON ((-71.38151505856382 -16.963322382117262, -71.38621092344104 -16.955542779136806, -71.39560265319548 -16.955542779136806, -71.4002985180727 -16.963322382117262, -71.39560265319548 -16.971101985097718, -71.38621092344104 -16.971101985097718, -71.38151505856382 -16.963322382117262))",-16.963322382117262,-71.39090678831826
zona_000089,"POLYGON ((-71.36742434646486 -16.955542779136806, -71.37212001690482 -16.94776317615635, -71.38151135778476 -16.94776317615635, -71.38620702822472 -16.955542779136806, -71.38151135778476 -16.963322382117262, -71.37212001690482 -16.963322382117262, -71.36742434646486 -16.955542779136806))",-16.955542779136806,-71.37681568734479
