hexagono_id,hexagono_shape,centroid_lat,centroid_lon,nombdep,nombprov,nombdist,has_coverage,city,zone_rappi,coverage_messages,timestamp
zona_000001,"POLYGON ((-72.00822380349287 -13.56606903, -72.01053403674644 -13.562179228509772, -72.01515450325357 -13.562179228509772, -72.01746473650714 -13.56606903, -72.01515450325357 -13.569958831490228, -72.01053403674644 -13.569958831490228, -72.00822380349287 -13.56606903))",-13.56606903,-72.01284427,CUSCO,CUSCO,SANTIAGO,True,0,0,Microzona invalida,2025-04-23 11:51:17.884465
zona_000002,"POLYGON ((-72.00129317941152 -13.562179228509772, -72.0036033748254 -13.558289427019544, -72.0082237656532 -13.558289427019544, -72.01053396106708 -13.562179228509772, -72.0082237656532 -13.56606903, -72.0036033748254 -13.56606903, -72.00129317941152 -13.562179228509772))",-13.562179228509772,-72.0059135702393,CUSCO,CUSCO,SANTIAGO,True,0,0,Microzona invalida,2025-04-23 11:51:17.884465
zona_000003,"POLYGON ((-71.99436240397146 -13.56606903, -71.99667263722503 -13.562179228509772, -72.00129310373217 -13.562179228509772, -72.00360333698573 -13.56606903, -72.00129310373217 -13.569958831490228, -71.99667263722503 -13.569958831490228, -71.99436240397146 -13.56606903))",-13.56606903,-71.9989828704786,CUSCO,CUSCO,SANTIAGO,True,0,0,Microzona invalida,2025-04-23 11:51:17.884465
zona_000004,"POLYGON ((-71.98743177989012 -13.562179228509772, -71.989741975304 -13.558289427019544, -71.9943623661318 -13.558289427019544, -71.99667256154568 -13.562179228509772, -71.9943623661318 -13.56606903, -71.989741975304 -13.56606903, -71.98743177989012 -13.562179228509772))",-13.562179228509772,-71.9920521707179,CUSCO,CUSCO,SANTIAGO,True,0,0,Microzona invalida,2025-04-23 11:51:17.884465
zona_000005,"POLYGON ((-71.98050100445006 -13.56606903, -71.98281123770363 -13.562179228509772, -71.98743170421076 -13.562179228509772, -71.98974193746433 -13.56606903, -71.98743170421076 -13.569958831490228, -71.98281123770363 -13.569958831490228, -71.98050100445006 -13.56606903))",-13.56606903,-71.9851214709572,CUSCO,CUSCO,SANTIAGO,True,0,0,Microzona invalida,2025-04-23 11:51:17.884465
zona_000006,"POLYGON ((-71.97357038036871 -13.562179228509772, -71.9758805757826 -13.558289427019544, -71.98050096661039 -13.558289427019544, -71.98281116202428 -13.562179228509772, -71.98050096661039 -13.56606903, -71.9758805757826 -13.56606903, -71.97357038036871 -13.562179228509772))",-13.562179228509772,-71.9781907711965,CUSCO,CUSCO,SANTIAGO,True,0,0,Microzona invalida,2025-04-23 11:51:17.884465
zona_000007,"POLYGON ((-71.96663960492866 -13.56606903, -71.96894983818223 -13.562179228509772, -71.97357030468936 -13.562179228509772, -71.97588053794293 -13.56606903, -71.97357030468936 -13.569958831490228, -71.96894983818223 -13.569958831490228, -71.96663960492866 -13.56606903))",-13.56606903,-71.9712600714358,CUSCO,CUSCO,SANTIAGO,True,0,0,Microzona invalida,2025-04-23 11:51:17.884465
zona_000008,"POLYGON ((-71.95970898084731 -13.562179228509772, -71.9620191762612 -13.558289427019544, -71.96663956708899 -13.558289427019544, -71.96894976250287 -13.562179228509772, -71.96663956708899 -13.56606903, -71.9620191762612 -13.56606903, -71.95970898084731 -13.562179228509772))",-13.562179228509772,-71.96432937167509,CUSCO,CUSCO,SAN SEBASTIAN,True,0,0,Microzona invalida,2025-04-23 11:51:17.884465
zona_000009,"POLYGON ((-71.95277820540724 -13.56606903, -71.95508843866081 -13.562179228509772, -71.95970890516794 -13.562179228509772, -71.96201913842151 -13.56606903, -71.95970890516794 -13.569958831490228, -71.95508843866081 -13.569958831490228, -71.95277820540724 -13.56606903))",-13.56606903,-71.95739867191438,CUSCO,CUSCO,SAN SEBASTIAN,True,0,0,Microzona invalida,2025-04-23 11:51:17.884465
zona_000010,"POLYGON ((-71.94584758132589 -13.562179228509772, -71.94815777673978 -13.558289427019544, -71.95277816756757 -13.558289427019544, -71.95508836298146 -13.562179228509772, -71.95277816756757 -13.56606903, -71.94815777673978 -13.56606903, -71.94584758132589 -13.562179228509772))",-13.562179228509772,-71.95046797215367,CUSCO,CUSCO,SAN SEBASTIAN,True,0,0,Microzona invalida,2025-04-23 11:51:17.884465
zona_000011,"POLYGON ((-71.93891680588584 -13.56606903, -71.9412270391394 -13.562179228509772, -71.94584750564654 -13.562179228509772, -71.94815773890011 -13.56606903, -71.94584750564654 -13.569958831490228, -71.9412270391394 -13.569958831490228, -71.93891680588584 -13.56606903))",-13.56606903,-71.94353727239297,CUSCO,CUSCO,SAN SEBASTIAN,True,0,0,Microzona invalida,2025-04-23 11:51:17.884465
zona_000012,"POLYGON ((-71.93198618180449 -13.562179228509772, -71.93429637721837 -13.558289427019544, -71.93891676804617 -13.558289427019544, -71.94122696346005 -13.562179228509772, -71.93891676804617 -13.56606903, -71.93429637721837 -13.56606903, -71.93198618180449 -13.562179228509772))",-13.562179228509772,-71.93660657263227,CUSCO,CUSCO,SAN SEBASTIAN,True,0,0,Microzona invalida,2025-04-23 11:51:17.884465
zona_000013,"POLYGON ((-71.92505540636444 -13.56606903, -71.927365639618 -13.562179228509772, -71.93198610612514 -13.562179228509772, -71.9342963393787 -13.56606903, -71.93198610612514 -13.569958831490228, -71.927365639618 -13.569958831490228, -71.92505540636444 -13.56606903))",-13.56606903,-71.92967587287157,CUSCO,CUSCO,SAN SEBASTIAN,True,0,0,Microzona invalida,2025-04-23 11:51:17.884465
